12/12/23 17:20:25      1.001 8.294293E-02 0.000071 
12/12/23 17:20:26      2.039 8.295317E-02 0.000071 
12/12/23 17:20:27      3.079 8.299966E-02 0.000071 
12/12/23 17:20:28      4.131 8.301029E-02 0.000071 
12/12/23 17:20:29      5.135 8.296371E-02 0.000071 
12/12/23 17:20:30      6.141 8.297353E-02 0.000071 
12/12/23 17:20:31      7.161 8.295210E-02 0.000071 
12/12/23 17:20:32      8.173 8.291704E-02 0.000071 
12/12/23 17:20:33      9.191 8.292574E-02 0.000071 
12/12/23 17:20:34     10.212 8.293497E-02 0.000071 
12/12/23 17:20:35     11.226 8.294341E-02 0.000071 
12/12/23 17:20:36     12.230 8.279623E-02 0.000071 
12/12/23 17:20:37     13.239 8.275674E-02 0.000071 
12/12/23 17:20:38     14.263 8.273785E-02 0.000071 
12/12/23 17:20:39     15.288 8.273669E-02 0.000071 
12/12/23 17:20:40     16.293 8.262650E-02 0.000071 
12/12/23 17:20:41     17.303 8.275349E-02 0.000071 
12/12/23 17:20:42     18.313 8.270223E-02 0.000071 
12/12/23 17:20:43     19.332 8.273363E-02 0.000071 
12/12/23 17:20:44     20.344 8.262749E-02 0.000071 
12/12/23 17:20:45     21.360 8.259755E-02 0.000071 
12/12/23 17:20:46     22.375 8.257743E-02 0.000071 
12/12/23 17:20:47     23.380 8.254869E-02 0.000071 
12/12/23 17:20:48     24.391 8.255254E-02 0.000071 
12/12/23 17:20:49     25.412 8.250601E-02 0.000071 
12/12/23 17:20:50     26.417 8.250643E-02 0.000071 
12/12/23 17:20:51     27.429 8.244228E-02 0.000071 
12/12/23 17:20:52     28.438 8.236231E-02 0.000071 
12/12/23 17:20:53     29.460 8.231590E-02 0.000071 
12/12/23 17:20:54     30.471 8.228737E-02 0.000071 
12/12/23 17:20:55     31.489 8.221156E-02 0.000071 
12/12/23 17:20:56     32.496 8.213217E-02 0.000071 
12/12/23 17:20:57     33.506 8.213876E-02 0.000071 
12/12/23 17:20:58     34.516 8.205558E-02 0.000071 
12/12/23 17:20:59     35.524 8.207086E-02 0.000071 
12/12/23 17:21:00     36.531 8.208633E-02 0.000071 
12/12/23 17:21:01     37.540 8.202525E-02 0.000071 
12/12/23 17:21:02     38.545 8.195518E-02 0.000070 
12/12/23 17:21:03     39.555 8.187109E-02 0.000070 
12/12/23 17:21:04     40.559 8.185635E-02 0.000070 
12/12/23 17:21:05     41.586 8.185570E-02 0.000070 
12/12/23 17:21:06     42.595 8.186700E-02 0.000070 
12/12/23 17:21:07     43.616 8.176100E-02 0.000070 
12/12/23 17:21:08     44.620 8.165222E-02 0.000070 
12/12/23 17:21:09     45.618 8.164958E-02 0.000070 
12/12/23 17:21:10     46.625 8.164860E-02 0.000070 
12/12/23 17:21:11     47.642 8.163316E-02 0.000070 
12/12/23 17:21:13     48.658 8.153610E-02 0.000070 
12/12/23 17:21:14     49.674 8.151060E-02 0.000070 
12/12/23 17:21:15     50.683 8.149743E-02 0.000070 
12/12/23 17:21:16     51.694 8.142874E-02 0.000070 
12/12/23 17:21:17     52.699 8.133335E-02 0.000070 
12/12/23 17:21:18     53.724 8.131802E-02 0.000070 
12/12/23 17:21:19     54.729 8.117669E-02 0.000070 
12/12/23 17:21:20     55.734 8.106174E-02 0.000070 
12/12/23 17:21:21     56.749 8.109509E-02 0.000070 
12/12/23 17:21:22     57.770 8.103255E-02 0.000070 
12/12/23 17:21:23     58.781 8.100385E-02 0.000070 
12/12/23 17:21:24     59.796 8.095451E-02 0.000070 
12/12/23 17:21:25     60.812 8.083296E-02 0.000070 
12/12/23 17:21:26     61.830 8.080940E-02 0.000070 
12/12/23 17:21:27     62.845 8.075634E-02 0.000070 
12/12/23 17:21:28     63.853 8.073148E-02 0.000070 
12/12/23 17:21:29     64.855 8.069479E-02 0.000070 
12/12/23 17:21:30     65.882 8.057035E-02 0.000070 
12/12/23 17:21:31     66.893 8.050988E-02 0.000070 
12/12/23 17:21:32     67.914 8.044532E-02 0.000070 
12/12/23 17:21:33     68.920 8.038300E-02 0.000070 
12/12/23 17:21:34     70.000 8.038776E-02 0.000070 
12/12/23 17:21:35     71.042 8.030508E-02 0.000070 
12/12/23 17:21:36     72.094 8.026545E-02 0.000070 
12/12/23 17:21:37     73.104 8.016865E-02 0.000070 
12/12/23 17:21:38     74.102 8.011051E-02 0.000070 
12/12/23 17:21:39     75.109 8.010341E-02 0.000070 
12/12/23 17:21:40     76.120 8.004877E-02 0.000070 
12/12/23 17:21:41     77.134 7.998964E-02 0.000070 
12/12/23 17:21:42     78.136 7.989119E-02 0.000070 
12/12/23 17:21:43     79.141 7.979964E-02 0.000070 
12/12/23 17:21:44     80.156 7.978803E-02 0.000070 
12/12/23 17:21:45     81.158 7.973200E-02 0.000070 
12/12/23 17:21:46     82.167 7.968488E-02 0.000070 
12/12/23 17:21:47     83.171 7.959874E-02 0.000070 
12/12/23 17:21:48     84.195 7.949506E-02 0.000070 
12/12/23 17:21:49     85.200 7.943491E-02 0.000070 
12/12/23 17:21:50     86.210 7.947523E-02 0.000070 
12/12/23 17:21:51     87.221 7.938130E-02 0.000070 
12/12/23 17:21:52     88.253 7.931290E-02 0.000070 
12/12/23 17:21:53     89.262 7.922102E-02 0.000070 
12/12/23 17:21:54     90.266 7.920334E-02 0.000070 
12/12/23 17:21:55     91.283 7.912434E-02 0.000070 
12/12/23 17:21:56     92.304 7.903302E-02 0.000070 
12/12/23 17:21:57     93.312 7.894659E-02 0.000070 
12/12/23 17:21:58     94.321 7.892332E-02 0.000070 
12/12/23 17:21:59     95.329 7.888328E-02 0.000070 
12/12/23 17:22:00     96.342 7.881126E-02 0.000070 
12/12/23 17:22:01     97.357 7.877633E-02 0.000070 
12/12/23 17:22:02     98.369 7.870184E-02 0.000070 
12/12/23 17:22:03     99.369 7.858400E-02 0.000070 
12/12/23 17:22:04    100.389 7.858367E-02 0.000070 
12/12/23 17:22:05    101.402 7.848320E-02 0.000070 
12/12/23 17:22:06    102.412 7.846839E-02 0.000070 
12/12/23 17:22:07    103.415 7.842381E-02 0.000070 
12/12/23 17:22:08    104.430 7.833205E-02 0.000070 
12/12/23 17:22:09    105.438 7.822002E-02 0.000070 
12/12/23 17:22:10    106.448 7.815952E-02 0.000070 
12/12/23 17:22:11    107.446 7.808316E-02 0.000070 
12/12/23 17:22:12    108.460 7.805974E-02 0.000070 
12/12/23 17:22:13    109.462 7.799151E-02 0.000069 
12/12/23 17:22:14    110.477 7.788143E-02 0.000069 
12/12/23 17:22:15    111.494 7.784280E-02 0.000069 
12/12/23 17:22:16    112.506 7.777499E-02 0.000069 
12/12/23 17:22:17    113.519 7.774474E-02 0.000069 
12/12/23 17:22:18    114.542 7.773796E-02 0.000069 
12/12/23 17:22:19    115.546 7.762282E-02 0.000069 
12/12/23 17:22:20    116.567 7.755057E-02 0.000069 
12/12/23 17:22:21    117.579 7.747057E-02 0.000069 
