Zeit,Wert2,Wert3,Temperatur,Wert5
"1115,176","-7,17E-03","0,000003","-1,75E+00","7,327590E-04"
"1116,225","-7,17E-03","0,000003","-1,75E+00","7,327647E-04"
"1117,237","-7,11E-03","0,000003","-1,74E+00","7,326385E-04"
"1118,243","-7,12E-03","0,000003","-1,74E+00","7,326587E-04"
"1119,249","-7,17E-03","0,000003","-1,75E+00","7,327742E-04"
"1120,265","-7,22E-03","0,000003","-1,76E+00","7,328677E-04"
"1121,269","-7,25E-03","0,000003","-1,77E+00","7,329309E-04"
"1122,275","-7,31E-03","0,000003","-1,79E+00","7,330458E-04"
"1123,299","-7,43E-03","0,000003","-1,82E+00","7,332873E-04"
"1124,301","-7,48E-03","0,000003","-1,83E+00","7,333796E-04"
"1125,331","-7,47E-03","0,000003","-1,83E+00","7,333737E-04"
"1126,335","-7,57E-03","0,000002","-1,85E+00","4,890352E-04"
"1127,347","-7,63E-03","0,000002","-1,87E+00","4,891130E-04"
"1128,347","-7,69E-03","0,000002","-1,88E+00","4,891907E-04"
"1129,377","-7,78E-03","0,000002","-1,90E+00","4,892930E-04"
"1130,389","-7,83E-03","0,000002","-1,92E+00","4,893528E-04"
"1131,405","-7,84E-03","0,000002","-1,92E+00","4,893602E-04"
"1132,421","-7,88E-03","0,000002","-1,93E+00","4,894105E-04"
"1133,427","-7,98E-03","0,000002","-1,95E+00","4,895225E-04"
"1134,429","-7,97E-03","0,000002","-1,95E+00","4,895130E-04"
"1135,433","-8,01E-03","0,000002","-1,96E+00","4,895561E-04"
"1136,445","-7,99E-03","0,000002","-1,96E+00","4,895369E-04"
"1137,487","-7,99E-03","0,000002","-1,96E+00","4,895401E-04"
"1138,497","-8,05E-03","0,000002","-1,97E+00","4,896055E-04"
"1139,517","-8,08E-03","0,000002","-1,98E+00","4,896406E-04"
"1140,525","-8,12E-03","0,000002","-1,99E+00","4,896804E-04"
"1141,535","-8,16E-03","0,000002","-2,00E+00","4,897248E-04"
"1142,537","-8,15E-03","0,000002","-2,00E+00","4,897147E-04"
"1143,537","-8,20E-03","0,000002","-2,01E+00","4,897699E-04"
"1144,537","-8,19E-03","0,000002","-2,00E+00","4,897529E-04"
"1145,539","-8,17E-03","0,000002","-2,00E+00","4,897361E-04"
"1146,551","-8,16E-03","0,000002","-2,00E+00","4,897275E-04"
"1147,563","-8,14E-03","0,000002","-1,99E+00","4,897045E-04"
"1148,569","-8,17E-03","0,000002","-2,00E+00","4,897390E-04"
"1149,571","-8,18E-03","0,000002","-2,00E+00","4,897489E-04"
"1150,587","-8,18E-03","0,000002","-2,00E+00","4,897486E-04"
"1151,585","-8,19E-03","0,000002","-2,00E+00","4,897523E-04"
"1152,601","-8,23E-03","0,000002","-2,02E+00","4,898008E-04"
"1153,609","-8,30E-03","0,000002","-2,03E+00","4,898725E-04"
"1154,617","-8,30E-03","0,000002","-2,03E+00","4,898775E-04"
"1155,641","-8,27E-03","0,000002","-2,03E+00","4,898412E-04"
"1156,651","-8,26E-03","0,000002","-2,02E+00","4,898324E-04"
"1157,675","-8,28E-03","0,000002","-2,03E+00","4,898527E-04"
"1158,675","-8,34E-03","0,000002","-2,04E+00","4,899106E-04"
"1159,681","-8,35E-03","0,000002","-2,05E+00","4,899263E-04"
"1160,697","-8,37E-03","0,000002","-2,05E+00","4,899407E-04"
"1161,715","-8,38E-03","0,000002","-2,05E+00","4,899525E-04"
"1162,723","-8,33E-03","0,000002","-2,04E+00","4,899088E-04"
"1163,725","-8,38E-03","0,000002","-2,05E+00","4,899560E-04"
"1164,723","-8,38E-03","0,000002","-2,05E+00","4,899577E-04"
"1165,729","-8,41E-03","0,000002","-2,06E+00","4,899853E-04"
"1166,739","-8,39E-03","0,000002","-2,06E+00","4,899689E-04"
"1167,743","-8,44E-03","0,000002","-2,07E+00","4,900142E-04"
"1168,755","-8,45E-03","0,000002","-2,07E+00","4,900222E-04"
"1169,761","-8,40E-03","0,000002","-2,06E+00","4,899792E-04"
"1170,779","-8,44E-03","0,000002","-2,07E+00","4,900153E-04"
"1171,797","-8,50E-03","0,000001","-2,08E+00","2,450390E-04"
"1172,805","-8,49E-03","0,000002","-2,08E+00","4,900676E-04"
"1173,803","-8,46E-03","0,000002","-2,07E+00","4,900371E-04"
"1174,803","-8,46E-03","0,000002","-2,07E+00","4,900396E-04"
"1175,803","-8,45E-03","0,000002","-2,07E+00","4,900223E-04"
"1176,805","-8,52E-03","0,000001","-2,09E+00","2,450498E-04"
"1177,827","-8,56E-03","0,000001","-2,10E+00","2,450673E-04"
"1178,839","-8,59E-03","0,000001","-2,11E+00","2,450838E-04"
"1179,848","-8,56E-03","0,000001","-2,10E+00","2,450673E-04"
"1180,855","-8,54E-03","0,000001","-2,09E+00","2,450563E-04"
"1181,871","-8,54E-03","0,000001","-2,09E+00","2,450572E-04"
"1182,867","-8,56E-03","0,000001","-2,10E+00","2,450669E-04"
"1183,869","-8,58E-03","0,000001","-2,10E+00","2,450761E-04"
"1184,883","-8,62E-03","0,000001","-2,11E+00","2,450989E-04"
"1185,891","-8,65E-03","0,000001","-2,12E+00","2,451101E-04"
"1186,901","-8,70E-03","0,000001","-2,13E+00","2,451357E-04"
"1187,912","-8,74E-03","0,000001","-2,14E+00","2,451560E-04"
"1188,919","-8,71E-03","0,000001","-2,13E+00","2,451393E-04"
"1189,929","-8,70E-03","0,000001","-2,13E+00","2,451353E-04"
"1190,941","-8,72E-03","0,000001","-2,14E+00","2,451427E-04"
"1191,945","-8,74E-03","0,000001","-2,14E+00","2,451518E-04"
"1192,959","-8,76E-03","0,000001","-2,15E+00","2,451617E-04"
"1193,959","-8,76E-03","0,000001","-2,15E+00","2,451638E-04"
"1194,957","-8,78E-03","0,000001","-2,15E+00","2,451715E-04"
"1195,959","-8,77E-03","0,000001","-2,15E+00","2,451682E-04"
"1196,959","-8,80E-03","0,000001","-2,16E+00","2,451841E-04"
"1197,959","-8,80E-03","0,000001","-2,16E+00","2,451826E-04"
"1198,959","-8,81E-03","0,000001","-2,16E+00","2,451853E-04"
"1199,96","-8,89E-03","0,000001","-2,18E+00","2,452210E-04"
"1200,967","-8,87E-03","0,000001","-2,18E+00","2,452157E-04"
"1201,999","-8,87E-03","0,000001","-2,18E+00","2,452151E-04"
"1203,009","-8,86E-03","0,000001","-2,17E+00","2,452081E-04"
"1204,025","-8,87E-03","0,000001","-2,17E+00","2,452123E-04"
"1205,037","-8,92E-03","0,000001","-2,19E+00","2,452389E-04"
"1206,038","-8,92E-03","0,000001","-2,19E+00","2,452352E-04"
"1207,04","-8,91E-03","0,000001","-2,19E+00","2,452329E-04"
"1208,065","-8,98E-03","0,000001","-2,20E+00","2,452619E-04"
"1209,071","-9,00E-03","0,000001","-2,21E+00","2,452732E-04"
"1210,145","-9,02E-03","0,000001","-2,21E+00","2,452825E-04"
"1211,207","-9,04E-03","0,000001","-2,22E+00","2,452900E-04"
"1212,255","-9,01E-03","0,000001","-2,21E+00","2,452786E-04"
"1213,259","-9,03E-03","0,000001","-2,22E+00","2,452876E-04"
"1214,273","-9,10E-03","0,000001","-2,23E+00","2,453182E-04"
"1215,289","-9,06E-03","0,000001","-2,22E+00","2,453004E-04"
"1216,306","-9,07E-03","0,000001","-2,22E+00","2,453011E-04"
"1217,32","-9,14E-03","0,000001","-2,24E+00","2,453328E-04"
"1218,331","-9,08E-03","0,000001","-2,23E+00","2,453066E-04"
"1219,339","-9,05E-03","0,000001","-2,22E+00","2,452926E-04"
"1220,351","-9,04E-03","0,000001","-2,22E+00","2,452901E-04"
"1221,377","-9,11E-03","0,000001","-2,24E+00","2,453213E-04"
"1222,401","-9,12E-03","0,000001","-2,24E+00","2,453235E-04"
"1223,417","-9,11E-03","0,000001","-2,24E+00","2,453217E-04"
"1224,425","-9,12E-03","0,000001","-2,24E+00","2,453241E-04"
"1225,433","-9,15E-03","0,000001","-2,25E+00","2,453394E-04"
"1226,445","-9,21E-03","0,000001","-2,26E+00","2,453640E-04"
"1227,445","-9,26E-03","0,000001","-2,27E+00","2,453828E-04"
"1228,453","-9,19E-03","0,000001","-2,25E+00","2,453544E-04"
"1229,457","-9,25E-03","0,000001","-2,27E+00","2,453785E-04"
"1230,469","-9,25E-03","0,000001","-2,27E+00","2,453794E-04"
"1231,473","-9,30E-03","0,000001","-2,28E+00","2,454020E-04"
"1232,487","-9,31E-03","0,000001","-2,28E+00","2,454036E-04"
"1233,505","-9,30E-03","0,000001","-2,28E+00","2,453993E-04"
"1234,515","-9,33E-03","0,000001","-2,29E+00","2,454139E-04"
"1235,519","-9,34E-03","0,000001","-2,29E+00","2,454175E-04"
"1236,527","-9,37E-03","0,000001","-2,30E+00","2,454284E-04"
"1237,559","-9,42E-03","0,000001","-2,31E+00","2,454489E-04"
"1238,579","-9,39E-03","0,000001","-2,31E+00","2,454395E-04"
"1239,584","-9,42E-03","0,000001","-2,31E+00","2,454511E-04"
"1240,585","-9,39E-03","0,000001","-2,31E+00","2,454399E-04"
"1241,601","-9,44E-03","0,000001","-2,32E+00","2,454577E-04"
"1242,603","-9,48E-03","0,000001","-2,33E+00","2,454754E-04"
"1243,615","-9,49E-03","0,000001","-2,33E+00","2,454796E-04"
"1244,623","-9,51E-03",0,"-2,33E+00","0,000000E+00"
"1245,633","-9,50E-03","0,000001","-2,33E+00","2,454805E-04"
"1246,633","-9,49E-03","0,000001","-2,33E+00","2,454763E-04"
"1247,633","-9,51E-03",0,"-2,33E+00","0,000000E+00"
"1248,675","-9,53E-03",0,"-2,34E+00","0,000000E+00"
"1249,677","-9,54E-03",0,"-2,34E+00","0,000000E+00"
"1250,679","-9,56E-03",0,"-2,35E+00","0,000000E+00"
"1251,679","-9,58E-03",0,"-2,35E+00","0,000000E+00"
"1252,693","-9,58E-03",0,"-2,35E+00","0,000000E+00"
"1253,697","-9,62E-03",0,"-2,36E+00","0,000000E+00"
"1254,713","-9,64E-03",0,"-2,37E+00","0,000000E+00"
"1255,727","-9,68E-03",0,"-2,38E+00","0,000000E+00"
"1256,729","-9,70E-03",0,"-2,38E+00","0,000000E+00"
"1257,739","-9,67E-03",0,"-2,38E+00","0,000000E+00"
"1258,744","-9,66E-03",0,"-2,37E+00","0,000000E+00"
"1259,756","-9,67E-03",0,"-2,37E+00","0,000000E+00"
"1260,759","-9,68E-03",0,"-2,38E+00","0,000000E+00"
"1261,757","-9,67E-03",0,"-2,38E+00","0,000000E+00"
"1262,765","-9,70E-03",0,"-2,38E+00","0,000000E+00"
"1263,769","-9,74E-03",0,"-2,39E+00","0,000000E+00"
"1264,783","-9,74E-03",0,"-2,39E+00","0,000000E+00"
"1265,785","-9,74E-03",0,"-2,39E+00","0,000000E+00"
"1266,787","-9,77E-03",0,"-2,40E+00","0,000000E+00"
"1267,789","-9,84E-03",0,"-2,42E+00","0,000000E+00"
"1268,815","-9,83E-03",0,"-2,42E+00","0,000000E+00"
"1269,821","-9,84E-03",0,"-2,42E+00","0,000000E+00"
"1270,825","-9,85E-03",0,"-2,42E+00","0,000000E+00"
"1271,839","-9,87E-03",0,"-2,42E+00","0,000000E+00"
"1272,847","-9,92E-03",0,"-2,44E+00","0,000000E+00"
"1273,869","-9,93E-03",0,"-2,44E+00","0,000000E+00"
"1274,891","-9,93E-03",0,"-2,44E+00","0,000000E+00"
"1275,896","-9,93E-03",0,"-2,44E+00","0,000000E+00"
"1276,896","-9,94E-03",0,"-2,44E+00","0,000000E+00"
"1277,911","-9,87E-03",0,"-2,42E+00","0,000000E+00"
"1278,919","-9,87E-03",0,"-2,42E+00","0,000000E+00"
"1279,925","-9,91E-03",0,"-2,43E+00","0,000000E+00"
"1280,933","-9,95E-03",0,"-2,45E+00","0,000000E+00"
"1281,955","-1,00E-02",0,"-2,46E+00","0,000000E+00"
"1282,957","-1,00E-02",0,"-2,46E+00","0,000000E+00"
"1283,967","-1,00E-02",0,"-2,47E+00","0,000000E+00"
"1284,976","-1,01E-02",0,"-2,47E+00","0,000000E+00"
"1285,985","-1,00E-02",0,"-2,47E+00","0,000000E+00"
"1286,993","-1,01E-02",0,"-2,47E+00","0,000000E+00"
"1288,017","-1,01E-02",0,"-2,48E+00","0,000000E+00"
"1289,025","-1,01E-02",0,"-2,49E+00","0,000000E+00"
"1290,039","-1,02E-02",0,"-2,50E+00","0,000000E+00"
"1291,055","-1,01E-02",0,"-2,49E+00","0,000000E+00"
"1292,079","-1,01E-02",0,"-2,49E+00","0,000000E+00"
"1293,091","-1,01E-02",0,"-2,49E+00","0,000000E+00"
"1294,099","-1,02E-02",0,"-2,50E+00","0,000000E+00"
"1295,103","-1,02E-02",0,"-2,51E+00","0,000000E+00"
"1296,127","-1,02E-02",0,"-2,50E+00","0,000000E+00"
"1297,199","-1,02E-02",0,"-2,52E+00","0,000000E+00"
"1298,239","-1,03E-02",0,"-2,53E+00","0,000000E+00"
"1299,285","-1,03E-02",0,"-2,53E+00","0,000000E+00"
"1300,291","-1,03E-02",0,"-2,54E+00","0,000000E+00"
"1301,307","-1,04E-02",0,"-2,55E+00","0,000000E+00"
"1302,329","-1,04E-02",0,"-2,55E+00","0,000000E+00"
"1303,339","-1,04E-02",0,"-2,54E+00","0,000000E+00"
"1304,361","-1,04E-02",0,"-2,55E+00","0,000000E+00"
"1305,385","-1,04E-02",0,"-2,56E+00","0,000000E+00"
"1306,409","-1,05E-02",0,"-2,57E+00","0,000000E+00"
"1307,417","-1,05E-02","-0,000001","-2,58E+00","-2,458444E-04"
"1308,433","-1,05E-02","-0,000001","-2,59E+00","-2,458497E-04"
"1309,447","-1,06E-02","-0,000001","-2,60E+00","-2,458620E-04"
"1310,471","-1,05E-02","-0,000001","-2,59E+00","-2,458552E-04"
"1311,479","-1,06E-02","-0,000001","-2,60E+00","-2,458642E-04"
"1312,497","-1,06E-02","-0,000001","-2,60E+00","-2,458725E-04"
"1313,507","-1,06E-02","-0,000001","-2,60E+00","-2,458722E-04"
"1314,531","-1,06E-02","-0,000001","-2,61E+00","-2,458771E-04"
"1315,539","-1,06E-02","-0,000001","-2,60E+00","-2,458647E-04"
"1316,557","-1,06E-02","-0,000001","-2,60E+00","-2,458640E-04"
"1317,568","-1,06E-02","-0,000001","-2,60E+00","-2,458698E-04"
"1318,585","-1,06E-02","-0,000001","-2,60E+00","-2,458633E-04"
"1319,599","-1,06E-02","-0,000001","-2,60E+00","-2,458663E-04"
"1320,599","-1,06E-02","-0,000001","-2,61E+00","-2,458845E-04"
"1321,597","-1,06E-02","-0,000001","-2,61E+00","-2,458779E-04"
"1322,599","-1,06E-02","-0,000001","-2,61E+00","-2,458838E-04"
"1323,597","-1,06E-02","-0,000001","-2,62E+00","-2,458860E-04"
"1324,607","-1,06E-02","-0,000001","-2,62E+00","-2,458901E-04"
"1325,631","-1,07E-02","-0,000001","-2,62E+00","-2,458911E-04"
"1326,639","-1,07E-02","-0,000001","-2,62E+00","-2,458968E-04"
"1327,647","-1,07E-02","-0,000001","-2,63E+00","-2,459000E-04"
"1328,647","-1,07E-02","-0,000001","-2,63E+00","-2,459070E-04"
"1329,653","-1,07E-02","-0,000001","-2,63E+00","-2,459100E-04"
"1330,663","-1,07E-02","-0,000001","-2,63E+00","-2,459102E-04"
"1331,669","-1,07E-02","-0,000001","-2,64E+00","-2,459157E-04"
"1332,683","-1,07E-02","-0,000001","-2,64E+00","-2,459186E-04"
"1333,695","-1,07E-02","-0,000001","-2,64E+00","-2,459159E-04"
"1334,713","-1,08E-02","-0,000001","-2,66E+00","-2,459404E-04"
"1335,731","-1,08E-02","-0,000001","-2,66E+00","-2,459475E-04"
"1336,747","-1,09E-02","-0,000001","-2,67E+00","-2,459561E-04"
"1337,761","-1,09E-02","-0,000001","-2,68E+00","-2,459600E-04"
"1338,773","-1,08E-02","-0,000001","-2,66E+00","-2,459478E-04"
"1339,775","-1,09E-02","-0,000001","-2,68E+00","-2,459667E-04"
"1340,795","-1,09E-02","-0,000001","-2,68E+00","-2,459707E-04"
"1341,807","-1,09E-02","-0,000001","-2,68E+00","-2,459684E-04"
"1342,829","-1,09E-02","-0,000001","-2,69E+00","-2,459728E-04"
"1343,835","-1,09E-02","-0,000001","-2,68E+00","-2,459655E-04"
"1344,859","-1,09E-02","-0,000001","-2,69E+00","-2,459739E-04"
"1345,864","-1,09E-02","-0,000001","-2,69E+00","-2,459749E-04"
"1346,877","-1,09E-02","-0,000001","-2,69E+00","-2,459791E-04"
"1347,88","-1,09E-02","-0,000001","-2,69E+00","-2,459761E-04"
"1348,881","-1,09E-02","-0,000001","-2,69E+00","-2,459764E-04"
"1349,883","-1,10E-02","-0,000001","-2,71E+00","-2,460006E-04"
"1350,907","-1,10E-02","-0,000001","-2,71E+00","-2,460077E-04"
"1351,911","-1,11E-02","-0,000001","-2,72E+00","-2,460167E-04"
"1352,919","-1,11E-02","-0,000001","-2,73E+00","-2,460291E-04"
"1353,927","-1,11E-02","-0,000001","-2,73E+00","-2,460284E-04"
"1354,929","-1,11E-02","-0,000001","-2,73E+00","-2,460313E-04"
"1355,953","-1,11E-02","-0,000001","-2,74E+00","-2,460392E-04"
"1356,959","-1,12E-02","-0,000001","-2,75E+00","-2,460439E-04"
"1357,969","-1,11E-02","-0,000001","-2,73E+00","-2,460303E-04"
"1358,973","-1,11E-02","-0,000001","-2,74E+00","-2,460322E-04"
"1360,001","-1,12E-02","-0,000001","-2,75E+00","-2,460432E-04"
"1361,009","-1,12E-02","-0,000001","-2,75E+00","-2,460499E-04"
"1362,029","-1,12E-02","-0,000001","-2,75E+00","-2,460543E-04"
"1363,039","-1,13E-02","-0,000001","-2,77E+00","-2,460701E-04"
"1364,057","-1,13E-02","-0,000001","-2,77E+00","-2,460759E-04"
"1365,075","-1,13E-02","-0,000001","-2,77E+00","-2,460738E-04"
"1366,089","-1,12E-02","-0,000001","-2,76E+00","-2,460581E-04"
"1367,107","-1,12E-02","-0,000001","-2,76E+00","-2,460623E-04"
"1368,113","-1,12E-02","-0,000001","-2,76E+00","-2,460658E-04"
"1369,117","-1,12E-02","-0,000001","-2,76E+00","-2,460626E-04"
"1370,133","-1,13E-02","-0,000001","-2,77E+00","-2,460747E-04"
"1371,133","-1,13E-02","-0,000001","-2,78E+00","-2,460873E-04"
"1372,215","-1,13E-02","-0,000001","-2,79E+00","-2,460900E-04"
"1373,269","-1,13E-02","-0,000001","-2,79E+00","-2,460923E-04"
"1374,301","-1,13E-02","-0,000001","-2,79E+00","-2,460966E-04"
"1375,303","-1,14E-02","-0,000001","-2,81E+00","-2,461145E-04"
"1376,311","-1,14E-02","-0,000001","-2,82E+00","-2,461222E-04"
"1377,319","-1,14E-02","-0,000001","-2,82E+00","-2,461232E-04"
"1378,317","-1,14E-02","-0,000001","-2,81E+00","-2,461192E-04"
"1379,321","-1,15E-02","-0,000001","-2,83E+00","-2,461351E-04"
"1380,341","-1,15E-02","-0,000001","-2,83E+00","-2,461391E-04"
"1381,351","-1,15E-02","-0,000002","-2,83E+00","-4,922841E-04"
"1382,361","-1,15E-02","-0,000001","-2,83E+00","-2,461377E-04"
"1383,371","-1,15E-02","-0,000001","-2,83E+00","-2,461334E-04"
"1384,393","-1,15E-02","-0,000002","-2,83E+00","-4,922841E-04"
"1385,397","-1,15E-02","-0,000002","-2,83E+00","-4,922783E-04"
"1386,401","-1,15E-02","-0,000002","-2,83E+00","-4,922815E-04"
"1387,423","-1,15E-02","-0,000002","-2,84E+00","-4,923004E-04"
"1388,427","-1,16E-02","-0,000002","-2,85E+00","-4,923103E-04"
"1389,439","-1,16E-02","-0,000002","-2,85E+00","-4,923186E-04"
"1390,445","-1,16E-02","-0,000002","-2,85E+00","-4,923150E-04"
"1391,471","-1,16E-02","-0,000002","-2,86E+00","-4,923498E-04"
"1392,473","-1,17E-02","-0,000002","-2,87E+00","-4,923691E-04"
"1393,487","-1,17E-02","-0,000002","-2,88E+00","-4,923908E-04"
"1394,507","-1,17E-02","-0,000002","-2,88E+00","-4,923795E-04"
"1395,519","-1,17E-02","-0,000002","-2,89E+00","-4,924053E-04"
"1396,529","-1,18E-02","-0,000002","-2,90E+00","-4,924224E-04"
"1397,535","-1,18E-02","-0,000002","-2,90E+00","-4,924284E-04"
"1398,555","-1,18E-02","-0,000002","-2,91E+00","-4,924549E-04"
"1399,563","-1,18E-02","-0,000002","-2,91E+00","-4,924443E-04"
"1400,573","-1,19E-02","-0,000002","-2,92E+00","-4,924733E-04"
"1401,599","-1,19E-02","-0,000002","-2,93E+00","-4,924791E-04"
"1402,599","-1,19E-02","-0,000002","-2,93E+00","-4,924835E-04"
"1403,611","-1,19E-02","-0,000002","-2,92E+00","-4,924641E-04"
"1404,621","-1,19E-02","-0,000002","-2,92E+00","-4,924707E-04"
"1405,645","-1,19E-02","-0,000002","-2,93E+00","-4,924892E-04"
"1406,669","-1,19E-02","-0,000002","-2,93E+00","-4,924936E-04"
"1407,685","-1,19E-02","-0,000002","-2,92E+00","-4,924663E-04"
"1408,697","-1,18E-02","-0,000002","-2,91E+00","-4,924412E-04"
"1409,713","-1,18E-02","-0,000002","-2,92E+00","-4,924579E-04"
"1410,729","-1,19E-02","-0,000002","-2,93E+00","-4,924811E-04"
"1411,745","-1,19E-02","-0,000002","-2,92E+00","-4,924752E-04"
"1412,759","-1,19E-02","-0,000002","-2,94E+00","-4,925018E-04"
"1413,781","-1,19E-02","-0,000002","-2,94E+00","-4,925102E-04"
"1414,785","-1,20E-02","-0,000002","-2,96E+00","-4,925459E-04"
"1415,805","-1,20E-02","-0,000002","-2,96E+00","-4,925556E-04"
"1416,819","-1,20E-02","-0,000002","-2,96E+00","-4,925548E-04"
"1417,827","-1,21E-02","-0,000002","-2,98E+00","-4,925905E-04"
"1418,837","-1,21E-02","-0,000002","-2,99E+00","-4,926007E-04"
"1419,877","-1,21E-02","-0,000002","-2,99E+00","-4,926033E-04"
"1420,887","-1,21E-02","-0,000002","-2,98E+00","-4,925938E-04"
"1421,909","-1,21E-02","-0,000002","-2,98E+00","-4,925856E-04"
"1422,917","-1,21E-02","-0,000002","-2,99E+00","-4,925980E-04"
"1423,939","-1,21E-02","-0,000002","-2,98E+00","-4,925941E-04"
"1424,963","-1,21E-02","-0,000002","-2,98E+00","-4,925969E-04"
"1425,977","-1,21E-02","-0,000002","-2,99E+00","-4,925974E-04"
"1426,989","-1,22E-02","-0,000002","-3,01E+00","-4,926476E-04"
"1427,997","-1,22E-02","-0,000002","-3,01E+00","-4,926493E-04"
"1429,029","-1,22E-02","-0,000002","-3,01E+00","-4,926465E-04"
"1430,051","-1,22E-02","-0,000002","-3,01E+00","-4,926486E-04"
"1431,058","-1,23E-02","-0,000002","-3,02E+00","-4,926627E-04"
"1432,075","-1,22E-02","-0,000002","-3,01E+00","-4,926434E-04"
"1433,087","-1,22E-02","-0,000002","-3,01E+00","-4,926432E-04"
"1434,111","-1,23E-02","-0,000002","-3,02E+00","-4,926654E-04"
"1435,117","-1,23E-02","-0,000002","-3,04E+00","-4,927057E-04"
"1436,141","-1,23E-02","-0,000002","-3,04E+00","-4,926980E-04"
"1437,147","-1,24E-02","-0,000002","-3,05E+00","-4,927272E-04"
"1438,225","-1,24E-02","-0,000002","-3,06E+00","-4,927467E-04"
"1439,299","-1,24E-02","-0,000002","-3,06E+00","-4,927410E-04"
"1440,343","-1,25E-02","-0,000002","-3,07E+00","-4,927620E-04"
"1441,355","-1,25E-02","-0,000003","-3,09E+00","-7,391974E-04"
"1442,377","-1,26E-02","-0,000003","-3,10E+00","-7,392232E-04"
"1443,383","-1,26E-02","-0,000003","-3,09E+00","-7,392037E-04"
"1444,401","-1,26E-02","-0,000003","-3,10E+00","-7,392294E-04"
"1445,411","-1,27E-02","-0,000003","-3,12E+00","-7,392684E-04"
"1446,441","-1,26E-02","-0,000003","-3,11E+00","-7,392490E-04"
"1447,447","-1,27E-02","-0,000003","-3,12E+00","-7,392805E-04"
"1448,471","-1,27E-02","-0,000003","-3,13E+00","-7,393050E-04"
"1449,473","-1,27E-02","-0,000003","-3,13E+00","-7,393123E-04"
"1450,473","-1,27E-02","-0,000003","-3,14E+00","-7,393185E-04"
"1451,483","-1,27E-02","-0,000003","-3,14E+00","-7,393339E-04"
"1452,495","-1,28E-02","-0,000003","-3,15E+00","-7,393548E-04"
"1453,505","-1,28E-02","-0,000003","-3,15E+00","-7,393532E-04"
"1454,533","-1,27E-02","-0,000003","-3,14E+00","-7,393214E-04"
"1455,535","-1,27E-02","-0,000003","-3,14E+00","-7,393236E-04"
"1456,545","-1,28E-02","-0,000003","-3,15E+00","-7,393626E-04"
"1457,551","-1,29E-02","-0,000003","-3,17E+00","-7,394047E-04"
"1458,579","-1,29E-02","-0,000003","-3,18E+00","-7,394218E-04"
"1459,587","-1,29E-02","-0,000003","-3,18E+00","-7,394263E-04"
"1460,599","-1,29E-02","-0,000003","-3,18E+00","-7,394312E-04"
"1461,607","-1,29E-02","-0,000003","-3,18E+00","-7,394467E-04"
"1462,632","-1,29E-02","-0,000003","-3,18E+00","-7,394376E-04"
"1463,637","-1,29E-02","-0,000003","-3,19E+00","-7,394518E-04"
"1464,647","-1,29E-02","-0,000003","-3,19E+00","-7,394563E-04"
"1465,651","-1,29E-02","-0,000003","-3,19E+00","-7,394538E-04"
"1466,665","-1,29E-02","-0,000003","-3,19E+00","-7,394476E-04"
"1467,685","-1,29E-02","-0,000003","-3,19E+00","-7,394638E-04"
"1468,699","-1,30E-02","-0,000003","-3,19E+00","-7,394716E-04"
"1469,715","-1,29E-02","-0,000003","-3,19E+00","-7,394637E-04"
"1470,731","-1,30E-02","-0,000003","-3,20E+00","-7,394915E-04"
"1471,745","-1,30E-02","-0,000003","-3,20E+00","-7,394794E-04"
"1472,749","-1,30E-02","-0,000003","-3,21E+00","-7,395068E-04"
"1473,757","-1,30E-02","-0,000003","-3,20E+00","-7,394978E-04"
"1474,795","-1,30E-02","-0,000003","-3,21E+00","-7,395127E-04"
"1475,803","-1,30E-02","-0,000003","-3,21E+00","-7,395208E-04"
"1476,817","-1,30E-02","-0,000003","-3,21E+00","-7,395221E-04"
"1477,821","-1,30E-02","-0,000003","-3,21E+00","-7,395164E-04"
"1478,835","-1,30E-02","-0,000003","-3,21E+00","-7,395230E-04"
"1479,849","-1,30E-02","-0,000003","-3,22E+00","-7,395266E-04"
"1480,853","-1,31E-02","-0,000003","-3,23E+00","-7,395526E-04"
"1481,865","-1,31E-02","-0,000003","-3,23E+00","-7,395617E-04"
"1482,885","-1,31E-02","-0,000003","-3,22E+00","-7,395384E-04"
"1483,896","-1,31E-02","-0,000003","-3,23E+00","-7,395734E-04"
"1484,897","-1,31E-02","-0,000003","-3,24E+00","-7,395855E-04"
"1485,901","-1,31E-02","-0,000003","-3,24E+00","-7,395790E-04"
"1486,913","-1,31E-02","-0,000003","-3,24E+00","-7,395902E-04"
"1487,915","-1,32E-02","-0,000003","-3,25E+00","-7,396086E-04"
"1488,929","-1,32E-02","-0,000003","-3,25E+00","-7,396195E-04"
"1489,941","-1,32E-02","-0,000003","-3,25E+00","-7,396202E-04"
"1490,951","-1,31E-02","-0,000003","-3,24E+00","-7,395888E-04"
"1491,967","-1,32E-02","-0,000003","-3,25E+00","-7,396014E-04"
"1492,981","-1,31E-02","-0,000003","-3,24E+00","-7,395762E-04"
"1493,995","-1,32E-02","-0,000003","-3,25E+00","-7,396079E-04"
"1495,015","-1,32E-02","-0,000003","-3,25E+00","-7,396137E-04"
"1496,023","-1,32E-02","-0,000003","-3,25E+00","-7,396049E-04"
"1497,051","-1,32E-02","-0,000003","-3,25E+00","-7,396053E-04"
"1498,053","-1,32E-02","-0,000003","-3,25E+00","-7,396091E-04"
"1499,061","-1,32E-02","-0,000003","-3,26E+00","-7,396253E-04"
