Zeit,Wert2,Wert3,Temperatur,Wert5
"1874,419","-3,11E-03","0,000007","-7,39E-01","1,664002E-03"
"1875,437","-3,06E-03","0,000007","-7,27E-01","1,662796E-03"
"1876,473","-3,06E-03","0,000007","-7,26E-01","1,662648E-03"
"1877,479","-3,07E-03","0,000007","-7,28E-01","1,662892E-03"
"1878,503","-3,07E-03","0,000007","-7,30E-01","1,663080E-03"
"1879,507","-3,06E-03","0,000007","-7,27E-01","1,662779E-03"
"1880,519","-3,06E-03","0,000007","-7,27E-01","1,662731E-03"
"1881,529","-3,07E-03","0,000007","-7,30E-01","1,663103E-03"
"1882,551","-3,08E-03","0,000007","-7,31E-01","1,663159E-03"
"1883,559","-3,08E-03","0,000007","-7,31E-01","1,663138E-03"
"1884,579","-3,07E-03","0,000007","-7,29E-01","1,662986E-03"
"1885,589","-3,06E-03","0,000007","-7,26E-01","1,662637E-03"
"1886,609","-3,08E-03","0,000007","-7,32E-01","1,663265E-03"
"1887,617","-3,05E-03","0,000007","-7,24E-01","1,662453E-03"
"1888,627","-3,07E-03","0,000007","-7,30E-01","1,663124E-03"
"1889,633","-3,09E-03","0,000007","-7,35E-01","1,663621E-03"
"1890,641","-3,10E-03","0,000007","-7,37E-01","1,663853E-03"
"1891,645","-3,14E-03","0,000007","-7,46E-01","1,664766E-03"
"1892,671","-3,14E-03","0,000007","-7,47E-01","1,664893E-03"
"1893,677","-3,16E-03","0,000007","-7,51E-01","1,665298E-03"
"1894,681","-3,17E-03","0,000007","-7,55E-01","1,665686E-03"
"1895,691","-3,16E-03","0,000007","-7,53E-01","1,665423E-03"
"1896,711","-3,17E-03","0,000007","-7,54E-01","1,665514E-03"
"1897,732","-3,12E-03","0,000007","-7,42E-01","1,664317E-03"
"1898,745","-3,10E-03","0,000007","-7,36E-01","1,663756E-03"
"1899,757","-3,11E-03","0,000007","-7,39E-01","1,663988E-03"
"1900,77","-3,16E-03","0,000007","-7,51E-01","1,665213E-03"
"1901,777","-3,11E-03","0,000007","-7,40E-01","1,664147E-03"
"1902,797","-3,12E-03","0,000007","-7,43E-01","1,664410E-03"
"1903,801","-3,12E-03","0,000007","-7,42E-01","1,664351E-03"
"1904,825","-3,12E-03","0,000007","-7,42E-01","1,664335E-03"
"1905,841","-3,10E-03","0,000007","-7,37E-01","1,663769E-03"
"1906,861","-3,13E-03","0,000007","-7,43E-01","1,664482E-03"
"1907,869","-3,15E-03","0,000007","-7,49E-01","1,665095E-03"
"1908,887","-3,15E-03","0,000007","-7,49E-01","1,665057E-03"
"1909,899","-3,13E-03","0,000007","-7,45E-01","1,664609E-03"
"1910,907","-3,13E-03","0,000007","-7,44E-01","1,664491E-03"
"1911,915","-3,12E-03","0,000007","-7,43E-01","1,664404E-03"
"1912,941","-3,11E-03","0,000007","-7,38E-01","1,663962E-03"
"1913,943","-3,12E-03","0,000007","-7,42E-01","1,664305E-03"
"1914,953","-3,11E-03","0,000007","-7,40E-01","1,664166E-03"
"1915,961","-3,06E-03","0,000007","-7,26E-01","1,662678E-03"
"1916,985","-3,06E-03","0,000007","-7,26E-01","1,662621E-03"
"1917,999","-3,02E-03","0,000007","-7,17E-01","1,661684E-03"
"1919,017","-3,03E-03","0,000007","-7,19E-01","1,661862E-03"
"1920,026","-3,04E-03","0,000007","-7,21E-01","1,662136E-03"
"1921,041","-3,04E-03","0,000007","-7,23E-01","1,662283E-03"
"1922,061","-3,03E-03","0,000007","-7,18E-01","1,661827E-03"
"1923,077","-3,06E-03","0,000007","-7,27E-01","1,662727E-03"
"1924,093","-3,09E-03","0,000007","-7,34E-01","1,663513E-03"
"1925,097","-3,13E-03","0,000007","-7,45E-01","1,664621E-03"
"1926,097","-3,11E-03","0,000007","-7,39E-01","1,664009E-03"
"1927,107","-3,09E-03","0,000007","-7,33E-01","1,663443E-03"
"1928,115","-3,07E-03","0,000007","-7,30E-01","1,663124E-03"
"1929,144","-3,11E-03","0,000007","-7,38E-01","1,663958E-03"
"1930,153","-3,10E-03","0,000007","-7,38E-01","1,663890E-03"
"1931,169","-3,09E-03","0,000007","-7,35E-01","1,663644E-03"
"1932,187","-3,11E-03","0,000007","-7,39E-01","1,664032E-03"
"1933,193","-3,11E-03","0,000007","-7,39E-01","1,664021E-03"
"1934,203","-3,11E-03","0,000007","-7,39E-01","1,664015E-03"
"1935,209","-3,10E-03","0,000007","-7,37E-01","1,663797E-03"
"1936,221","-3,14E-03","0,000007","-7,48E-01","1,664914E-03"
"1937,227","-3,12E-03","0,000007","-7,42E-01","1,664347E-03"
"1938,233","-3,18E-03","0,000007","-7,56E-01","1,665736E-03"
"1939,247","-3,21E-03","0,000007","-7,65E-01","1,666604E-03"
"1940,265","-3,19E-03","0,000007","-7,58E-01","1,665959E-03"
"1941,357","-3,20E-03","0,000007","-7,61E-01","1,666221E-03"
"1942,383","-3,18E-03","0,000007","-7,57E-01","1,665818E-03"
"1943,443","-3,18E-03","0,000007","-7,56E-01","1,665794E-03"
"1944,453","-3,17E-03","0,000007","-7,54E-01","1,665525E-03"
"1945,459","-3,19E-03","0,000007","-7,58E-01","1,665977E-03"
"1946,473","-3,18E-03","0,000007","-7,57E-01","1,665828E-03"
"1947,481","-3,19E-03","0,000007","-7,60E-01","1,666136E-03"
"1948,505","-3,21E-03","0,000007","-7,65E-01","1,666623E-03"
"1949,509","-3,22E-03","0,000007","-7,66E-01","1,666769E-03"
"1950,523","-3,22E-03","0,000007","-7,66E-01","1,666708E-03"
"1951,535","-3,22E-03","0,000007","-7,67E-01","1,666847E-03"
"1952,549","-3,20E-03","0,000007","-7,63E-01","1,666406E-03"
"1953,551","-3,25E-03","0,000007","-7,73E-01","1,667449E-03"
"1954,563","-3,21E-03","0,000007","-7,65E-01","1,666664E-03"
"1955,569","-3,19E-03","0,000007","-7,60E-01","1,666140E-03"
"1956,593","-3,14E-03","0,000007","-7,47E-01","1,664851E-03"
"1957,609","-3,18E-03","0,000007","-7,56E-01","1,665804E-03"
"1958,627","-3,16E-03","0,000007","-7,51E-01","1,665259E-03"
"1959,633","-3,17E-03","0,000007","-7,54E-01","1,665512E-03"
"1960,643","-3,19E-03","0,000007","-7,59E-01","1,666026E-03"
"1961,649","-3,21E-03","0,000007","-7,63E-01","1,666464E-03"
"1962,651","-3,27E-03","0,000007","-7,80E-01","1,668043E-03"
"1963,669","-3,28E-03","0,000007","-7,81E-01","1,668191E-03"
"1964,699","-3,26E-03","0,000007","-7,77E-01","1,667827E-03"
"1965,709","-3,25E-03","0,000007","-7,75E-01","1,667629E-03"
"1966,713","-3,27E-03","0,000007","-7,79E-01","1,668003E-03"
"1967,713","-3,24E-03","0,000007","-7,72E-01","1,667290E-03"
"1968,725","-3,24E-03","0,000007","-7,73E-01","1,667414E-03"
"1969,729","-3,24E-03","0,000007","-7,71E-01","1,667224E-03"
"1970,743","-3,23E-03","0,000007","-7,68E-01","1,666984E-03"
"1971,763","-3,25E-03","0,000007","-7,75E-01","1,667640E-03"
"1972,773","-3,29E-03","0,000007","-7,84E-01","1,668449E-03"
"1973,787","-3,27E-03","0,000007","-7,79E-01","1,668019E-03"
"1974,799","-3,28E-03","0,000007","-7,82E-01","1,668226E-03"
"1975,809","-3,25E-03","0,000007","-7,74E-01","1,667503E-03"
"1976,827","-3,21E-03","0,000007","-7,64E-01","1,666554E-03"
"1977,837","-3,20E-03","0,000007","-7,62E-01","1,666322E-03"
"1978,855","-3,20E-03","0,000007","-7,61E-01","1,666300E-03"
"1979,863","-3,20E-03","0,000007","-7,61E-01","1,666213E-03"
"1980,875","-3,17E-03","0,000007","-7,54E-01","1,665532E-03"
"1981,879","-3,21E-03","0,000007","-7,64E-01","1,666586E-03"
"1982,891","-3,20E-03","0,000007","-7,61E-01","1,666296E-03"
"1983,895","-3,17E-03","0,000007","-7,55E-01","1,665706E-03"
"1984,907","-3,19E-03","0,000007","-7,59E-01","1,666017E-03"
"1985,917","-3,15E-03","0,000007","-7,48E-01","1,664968E-03"
"1986,942","-3,17E-03","0,000007","-7,54E-01","1,665590E-03"
"1987,947","-3,21E-03","0,000007","-7,64E-01","1,666589E-03"
"1988,971","-3,19E-03","0,000007","-7,60E-01","1,666127E-03"
"1989,979","-3,19E-03","0,000007","-7,60E-01","1,666115E-03"
"1990,993","-3,21E-03","0,000007","-7,64E-01","1,666516E-03"
"1991,999","-3,23E-03","0,000007","-7,68E-01","1,666950E-03"
"1993,013","-3,25E-03","0,000007","-7,74E-01","1,667500E-03"
"1994,023","-3,22E-03","0,000007","-7,67E-01","1,666814E-03"
"1995,027","-3,22E-03","0,000007","-7,67E-01","1,666877E-03"
"1996,051","-3,24E-03","0,000007","-7,72E-01","1,667325E-03"
"1997,061","-3,21E-03","0,000007","-7,65E-01","1,666640E-03"
"1998,073","-3,19E-03","0,000007","-7,60E-01","1,666153E-03"
"1999,097","-3,18E-03","0,000007","-7,57E-01","1,665817E-03"
"2000,103","-3,20E-03","0,000007","-7,62E-01","1,666306E-03"
"2001,113","-3,24E-03","0,000007","-7,72E-01","1,667362E-03"
"2002,119","-3,24E-03","0,000007","-7,73E-01","1,667399E-03"
"2003,143","-3,26E-03","0,000007","-7,78E-01","1,667881E-03"
"2004,147","-3,27E-03","0,000007","-7,80E-01","1,668118E-03"
"2005,157","-3,26E-03","0,000007","-7,76E-01","1,667682E-03"
"2006,161","-3,24E-03","0,000007","-7,73E-01","1,667402E-03"
"2007,169","-3,25E-03","0,000007","-7,75E-01","1,667587E-03"
"2008,179","-3,26E-03","0,000007","-7,77E-01","1,667794E-03"
"2009,189","-3,27E-03","0,000007","-7,78E-01","1,667911E-03"
"2010,191","-3,23E-03","0,000007","-7,68E-01","1,666946E-03"
"2011,201","-3,23E-03","0,000007","-7,69E-01","1,667055E-03"
"2012,209","-3,20E-03","0,000007","-7,61E-01","1,666216E-03"
"2013,221","-3,20E-03","0,000007","-7,63E-01","1,666424E-03"
"2014,227","-3,22E-03","0,000007","-7,67E-01","1,666856E-03"
"2015,263","-3,19E-03","0,000007","-7,60E-01","1,666169E-03"
"2016,271","-3,23E-03","0,000007","-7,70E-01","1,667092E-03"
"2017,281","-3,17E-03","0,000007","-7,55E-01","1,665701E-03"
"2018,293","-3,22E-03","0,000007","-7,66E-01","1,666749E-03"
"2019,363","-3,21E-03","0,000007","-7,65E-01","1,666627E-03"
"2020,423","-3,23E-03","0,000007","-7,69E-01","1,667056E-03"
"2021,467","-3,25E-03","0,000007","-7,75E-01","1,667591E-03"
"2022,479","-3,26E-03","0,000007","-7,77E-01","1,667837E-03"
"2023,507","-3,30E-03","0,000007","-7,87E-01","1,668714E-03"
"2024,507","-3,29E-03","0,000007","-7,85E-01","1,668574E-03"
"2025,523","-3,28E-03","0,000007","-7,81E-01","1,668172E-03"
"2026,527","-3,23E-03","0,000007","-7,70E-01","1,667154E-03"
"2027,549","-3,22E-03","0,000007","-7,66E-01","1,666747E-03"
"2028,555","-3,23E-03","0,000007","-7,70E-01","1,667129E-03"
"2029,563","-3,26E-03","0,000007","-7,78E-01","1,667850E-03"
"2030,567","-3,33E-03","0,000007","-7,94E-01","1,669337E-03"
"2031,567","-3,30E-03","0,000007","-7,88E-01","1,668789E-03"
"2032,573","-3,31E-03","0,000007","-7,88E-01","1,668869E-03"
"2033,597","-3,31E-03","0,000007","-7,90E-01","1,669046E-03"
"2034,621","-3,30E-03","0,000007","-7,87E-01","1,668731E-03"
"2035,639","-3,26E-03","0,000007","-7,76E-01","1,667688E-03"
"2036,65","-3,26E-03","0,000007","-7,76E-01","1,667665E-03"
"2037,669","-3,22E-03","0,000007","-7,68E-01","1,666901E-03"
"2038,677","-3,29E-03","0,000007","-7,83E-01","1,668409E-03"
"2039,681","-3,24E-03","0,000007","-7,71E-01","1,667223E-03"
"2040,695","-3,24E-03","0,000007","-7,71E-01","1,667251E-03"
"2041,697","-3,28E-03","0,000007","-7,81E-01","1,668180E-03"
"2042,715","-3,25E-03","0,000007","-7,74E-01","1,667533E-03"
"2043,729","-3,29E-03","0,000007","-7,84E-01","1,668416E-03"
"2044,739","-3,27E-03","0,000007","-7,80E-01","1,668118E-03"
"2045,752","-3,32E-03","0,000007","-7,92E-01","1,669171E-03"
"2046,769","-3,35E-03","0,000007","-8,00E-01","1,669897E-03"
"2047,783","-3,33E-03","0,000007","-7,93E-01","1,669322E-03"
"2048,791","-3,31E-03","0,000007","-7,90E-01","1,669045E-03"
"2049,811","-3,25E-03","0,000007","-7,74E-01","1,667479E-03"
"2050,823","-3,23E-03","0,000007","-7,68E-01","1,666943E-03"
"2051,845","-3,26E-03","0,000007","-7,76E-01","1,667713E-03"
"2052,851","-3,32E-03","0,000007","-7,92E-01","1,669196E-03"
"2053,859","-3,32E-03","0,000007","-7,91E-01","1,669135E-03"
"2054,863","-3,31E-03","0,000007","-7,89E-01","1,668952E-03"
"2055,875","-3,34E-03","0,000007","-7,96E-01","1,669577E-03"
"2056,881","-3,34E-03","0,000007","-7,96E-01","1,669521E-03"
"2057,891","-3,31E-03","0,000007","-7,89E-01","1,668953E-03"
"2058,901","-3,29E-03","0,000007","-7,85E-01","1,668577E-03"
"2059,923","-3,28E-03","0,000007","-7,81E-01","1,668143E-03"
"2060,93","-3,25E-03","0,000007","-7,74E-01","1,667542E-03"
"2061,956","-3,26E-03","0,000007","-7,77E-01","1,667799E-03"
"2062,979","-3,32E-03","0,000007","-7,92E-01","1,669224E-03"
"2064,003","-3,33E-03","0,000007","-7,95E-01","1,669444E-03"
"2065,007","-3,31E-03","0,000007","-7,89E-01","1,668934E-03"
"2066,007","-3,32E-03","0,000007","-7,91E-01","1,669099E-03"
"2067,021","-3,32E-03","0,000007","-7,93E-01","1,669267E-03"
"2068,031","-3,34E-03","0,000007","-7,95E-01","1,669509E-03"
"2069,046","-3,37E-03","0,000007","-8,04E-01","1,670288E-03"
"2070,061","-3,35E-03","0,000007","-8,00E-01","1,669887E-03"
"2071,073","-3,35E-03","0,000007","-7,98E-01","1,669757E-03"
"2072,095","-3,33E-03","0,000007","-7,94E-01","1,669399E-03"
"2073,097","-3,34E-03","0,000007","-7,97E-01","1,669612E-03"
"2074,109","-3,31E-03","0,000007","-7,90E-01","1,668999E-03"
"2075,137","-3,32E-03","0,000007","-7,91E-01","1,669059E-03"
"2076,153","-3,28E-03","0,000007","-7,82E-01","1,668317E-03"
"2077,172","-3,30E-03","0,000007","-7,88E-01","1,668811E-03"
"2078,187","-3,34E-03","0,000007","-7,97E-01","1,669689E-03"
"2079,193","-3,34E-03","0,000007","-7,96E-01","1,669526E-03"
"2080,197","-3,31E-03","0,000007","-7,89E-01","1,668924E-03"
"2081,211","-3,24E-03","0,000007","-7,73E-01","1,667401E-03"
"2082,223","-3,26E-03","0,000007","-7,77E-01","1,667755E-03"
"2083,231","-3,24E-03","0,000007","-7,71E-01","1,667246E-03"
"2084,245","-3,23E-03","0,000007","-7,70E-01","1,667152E-03"
"2085,259","-3,21E-03","0,000007","-7,64E-01","1,666592E-03"
"2086,269","-3,23E-03","0,000007","-7,70E-01","1,667093E-03"
"2087,287","-3,21E-03","0,000007","-7,65E-01","1,666634E-03"
"2088,295","-3,22E-03","0,000007","-7,67E-01","1,666793E-03"
"2089,305","-3,28E-03","0,000007","-7,81E-01","1,668210E-03"
"2090,329","-3,28E-03","0,000007","-7,83E-01","1,668336E-03"
"2091,403","-3,29E-03","0,000007","-7,83E-01","1,668398E-03"
"2092,455","-3,32E-03","0,000007","-7,92E-01","1,669179E-03"
"2093,491","-3,31E-03","0,000007","-7,90E-01","1,669021E-03"
"2094,503","-3,32E-03","0,000007","-7,92E-01","1,669189E-03"
"2095,517","-3,32E-03","0,000007","-7,92E-01","1,669214E-03"
"2096,531","-3,34E-03","0,000007","-7,97E-01","1,669677E-03"
"2097,537","-3,31E-03","0,000007","-7,89E-01","1,668949E-03"
"2098,549","-3,33E-03","0,000007","-7,94E-01","1,669342E-03"
"2099,553","-3,34E-03","0,000007","-7,97E-01","1,669635E-03"
"2100,565","-3,37E-03","0,000007","-8,03E-01","1,670187E-03"
"2101,571","-3,36E-03","0,000007","-8,01E-01","1,670043E-03"
"2102,593","-3,35E-03","0,000007","-7,99E-01","1,669857E-03"
"2103,607","-3,40E-03","0,000007","-8,10E-01","1,670843E-03"
"2104,613","-3,37E-03","0,000007","-8,04E-01","1,670256E-03"
"2105,623","-3,36E-03","0,000007","-8,01E-01","1,670052E-03"
"2106,639","-3,37E-03","0,000007","-8,05E-01","1,670380E-03"
"2107,645","-3,37E-03","0,000007","-8,04E-01","1,670243E-03"
"2108,651","-3,34E-03","0,000007","-7,96E-01","1,669542E-03"
"2109,669","-3,34E-03","0,000007","-7,98E-01","1,669708E-03"
"2110,697","-3,29E-03","0,000007","-7,84E-01","1,668493E-03"
"2111,713","-3,24E-03","0,000007","-7,72E-01","1,667338E-03"
"2112,729","-3,24E-03","0,000007","-7,71E-01","1,667236E-03"
"2113,747","-3,25E-03","0,000007","-7,73E-01","1,667432E-03"
"2114,767","-3,26E-03","0,000007","-7,77E-01","1,667790E-03"
"2115,793","-3,22E-03","0,000007","-7,68E-01","1,666935E-03"
"2116,817","-3,24E-03","0,000007","-7,72E-01","1,667346E-03"
"2117,82","-3,25E-03","0,000007","-7,75E-01","1,667650E-03"
"2118,829","-3,22E-03","0,000007","-7,67E-01","1,666876E-03"
"2119,837","-3,25E-03","0,000007","-7,74E-01","1,667509E-03"
"2120,861","-3,25E-03","0,000007","-7,73E-01","1,667464E-03"
"2121,865","-3,27E-03","0,000007","-7,80E-01","1,668078E-03"
"2122,871","-3,32E-03","0,000007","-7,91E-01","1,669091E-03"
"2123,899","-3,31E-03","0,000007","-7,89E-01","1,668960E-03"
"2124,903","-3,37E-03","0,000007","-8,03E-01","1,670182E-03"
"2125,915","-3,34E-03","0,000007","-7,98E-01","1,669700E-03"
"2126,935","-3,32E-03","0,000007","-7,91E-01","1,669116E-03"
"2127,947","-3,30E-03","0,000007","-7,85E-01","1,668595E-03"
"2128,967","-3,28E-03","0,000007","-7,81E-01","1,668223E-03"
"2129,973","-3,27E-03","0,000007","-7,80E-01","1,668075E-03"
"2130,979","-3,25E-03","0,000007","-7,73E-01","1,667460E-03"
"2131,989","-3,29E-03","0,000007","-7,84E-01","1,668429E-03"
"2132,991","-3,32E-03","0,000007","-7,91E-01","1,669131E-03"
"2133,997","-3,30E-03","0,000007","-7,86E-01","1,668678E-03"
"2135,019","-3,34E-03","0,000007","-7,96E-01","1,669551E-03"
"2136,045","-3,31E-03","0,000007","-7,89E-01","1,668945E-03"
"2137,065","-3,29E-03","0,000007","-7,85E-01","1,668555E-03"
"2138,067","-3,32E-03","0,000007","-7,92E-01","1,669178E-03"
"2139,078","-3,34E-03","0,000007","-7,97E-01","1,669668E-03"
"2140,097","-3,35E-03","0,000007","-7,99E-01","1,669811E-03"
"2141,111","-3,34E-03","0,000007","-7,96E-01","1,669542E-03"
"2142,119","-3,34E-03","0,000007","-7,95E-01","1,669509E-03"
"2143,139","-3,34E-03","0,000007","-7,96E-01","1,669590E-03"
"2144,147","-3,34E-03","0,000007","-7,97E-01","1,669643E-03"
"2145,147","-3,35E-03","0,000007","-7,98E-01","1,669745E-03"
"2146,145","-3,33E-03","0,000007","-7,94E-01","1,669356E-03"
"2147,157","-3,30E-03","0,000007","-7,87E-01","1,668775E-03"
"2148,165","-3,32E-03","0,000007","-7,91E-01","1,669063E-03"
"2149,189","-3,33E-03","0,000007","-7,94E-01","1,669354E-03"
"2150,196","-3,35E-03","0,000007","-7,99E-01","1,669857E-03"
"2151,221","-3,38E-03","0,000007","-8,06E-01","1,670443E-03"
"2152,231","-3,37E-03","0,000007","-8,03E-01","1,670205E-03"
"2153,255","-3,35E-03","0,000007","-7,98E-01","1,669759E-03"
"2154,257","-3,36E-03","0,000007","-8,03E-01","1,670170E-03"
"2155,269","-3,35E-03","0,000007","-8,00E-01","1,669878E-03"
"2156,277","-3,31E-03","0,000007","-7,89E-01","1,668923E-03"
"2157,301","-3,38E-03","0,000007","-8,06E-01","1,670428E-03"
"2158,309","-3,35E-03","0,000007","-7,99E-01","1,669841E-03"
"2159,329","-3,37E-03","0,000007","-8,04E-01","1,670280E-03"
"2160,415","-3,40E-03","0,000007","-8,10E-01","1,670840E-03"
"2161,463","-3,39E-03","0,000007","-8,08E-01","1,670645E-03"
"2162,521","-3,36E-03","0,000007","-8,03E-01","1,670153E-03"
"2163,533","-3,40E-03","0,000007","-8,13E-01","1,671030E-03"
"2164,551","-3,39E-03","0,000007","-8,09E-01","1,670699E-03"
"2165,563","-3,37E-03","0,000007","-8,04E-01","1,670283E-03"
"2166,569","-3,36E-03","0,000007","-8,01E-01","1,670024E-03"
"2167,567","-3,33E-03","0,000007","-7,95E-01","1,669487E-03"
"2168,575","-3,33E-03","0,000007","-7,95E-01","1,669496E-03"
"2169,597","-3,33E-03","0,000007","-7,95E-01","1,669494E-03"
"2170,603","-3,35E-03","0,000007","-7,98E-01","1,669765E-03"
"2171,627","-3,36E-03","0,000007","-8,03E-01","1,670145E-03"
"2172,637","-3,35E-03","0,000007","-7,98E-01","1,669766E-03"
"2173,659","-3,32E-03","0,000007","-7,91E-01","1,669146E-03"
"2174,661","-3,33E-03","0,000007","-7,93E-01","1,669278E-03"
"2175,671","-3,30E-03","0,000007","-7,87E-01","1,668723E-03"
"2176,677","-3,34E-03","0,000007","-7,96E-01","1,669516E-03"
"2177,689","-3,32E-03","0,000007","-7,91E-01","1,669073E-03"
"2178,699","-3,36E-03","0,000007","-8,03E-01","1,670174E-03"
"2179,715","-3,30E-03","0,000007","-7,87E-01","1,668721E-03"
"2180,724","-3,29E-03","0,000007","-7,84E-01","1,668482E-03"
"2181,725","-3,30E-03","0,000007","-7,88E-01","1,668818E-03"
"2182,731","-3,26E-03","0,000007","-7,76E-01","1,667747E-03"
"2183,743","-3,25E-03","0,000007","-7,73E-01","1,667438E-03"
"2184,749","-3,31E-03","0,000007","-7,89E-01","1,668938E-03"
"2185,763","-3,28E-03","0,000007","-7,81E-01","1,668207E-03"
"2186,771","-3,24E-03","0,000007","-7,71E-01","1,667257E-03"
"2187,775","-3,26E-03","0,000007","-7,76E-01","1,667659E-03"
"2188,787","-3,23E-03","0,000007","-7,69E-01","1,667064E-03"
"2189,797","-3,25E-03","0,000007","-7,75E-01","1,667567E-03"
"2190,803","-3,26E-03","0,000007","-7,76E-01","1,667714E-03"
"2191,813","-3,31E-03","0,000007","-7,88E-01","1,668828E-03"
"2192,821","-3,32E-03","0,000007","-7,92E-01","1,669190E-03"
"2193,831","-3,33E-03","0,000007","-7,94E-01","1,669409E-03"
"2194,833","-3,23E-03","0,000007","-7,69E-01","1,667022E-03"
"2195,835","-3,23E-03","0,000007","-7,69E-01","1,667067E-03"
"2196,855","-3,26E-03","0,000007","-7,76E-01","1,667747E-03"
"2197,875","-3,32E-03","0,000007","-7,92E-01","1,669201E-03"
"2198,887","-3,31E-03","0,000007","-7,90E-01","1,669046E-03"
"2199,905","-3,32E-03","0,000007","-7,91E-01","1,669134E-03"
"2200,919","-3,31E-03","0,000007","-7,90E-01","1,669018E-03"
"2201,927","-3,34E-03","0,000007","-7,97E-01","1,669621E-03"
"2202,943","-3,31E-03","0,000007","-7,89E-01","1,668901E-03"
"2203,947","-3,31E-03","0,000007","-7,90E-01","1,669016E-03"
"2204,961","-3,35E-03","0,000007","-8,00E-01","1,669953E-03"
"2205,979","-3,39E-03","0,000007","-8,08E-01","1,670638E-03"
"2206,991","-3,36E-03","0,000007","-8,01E-01","1,669982E-03"
"2208,001","-3,33E-03","0,000007","-7,94E-01","1,669402E-03"
"2209,007","-3,30E-03","0,000007","-7,87E-01","1,668707E-03"
"2210,033","-3,31E-03","0,000007","-7,88E-01","1,668849E-03"
"2211,041","-3,34E-03","0,000007","-7,97E-01","1,669679E-03"
"2212,065","-3,30E-03","0,000007","-7,86E-01","1,668614E-03"
"2213,067","-3,29E-03","0,000007","-7,84E-01","1,668449E-03"
"2214,079","-3,36E-03","0,000007","-8,01E-01","1,670005E-03"
"2215,085","-3,35E-03","0,000007","-7,98E-01","1,669763E-03"
"2216,093","-3,31E-03","0,000007","-7,88E-01","1,668865E-03"
"2217,103","-3,32E-03","0,000007","-7,92E-01","1,669151E-03"
"2218,115","-3,29E-03","0,000007","-7,85E-01","1,668586E-03"
"2219,121","-3,28E-03","0,000007","-7,83E-01","1,668330E-03"
"2220,133","-3,28E-03","0,000007","-7,82E-01","1,668244E-03"
"2221,139","-3,30E-03","0,000007","-7,88E-01","1,668809E-03"
"2222,149","-3,32E-03","0,000007","-7,91E-01","1,669064E-03"
"2223,173","-3,29E-03","0,000007","-7,85E-01","1,668564E-03"
"2224,185","-3,28E-03","0,000007","-7,81E-01","1,668158E-03"
"2225,205","-3,30E-03","0,000007","-7,87E-01","1,668748E-03"
"2226,233","-3,32E-03","0,000007","-7,91E-01","1,669098E-03"
"2227,253","-3,32E-03","0,000007","-7,93E-01","1,669265E-03"
"2228,255","-3,31E-03","0,000007","-7,89E-01","1,668901E-03"
"2229,265","-3,28E-03","0,000007","-7,80E-01","1,668127E-03"
"2230,273","-3,30E-03","0,000007","-7,86E-01","1,668683E-03"
"2231,277","-3,32E-03","0,000007","-7,91E-01","1,669101E-03"
"2232,295","-3,31E-03","0,000007","-7,90E-01","1,669005E-03"
"2233,313","-3,28E-03","0,000007","-7,81E-01","1,668222E-03"
"2234,317","-3,28E-03","0,000007","-7,81E-01","1,668166E-03"
"2235,33","-3,25E-03","0,000007","-7,75E-01","1,667574E-03"
"2236,339","-3,26E-03","0,000007","-7,76E-01","1,667711E-03"
"2237,347","-3,20E-03","0,000007","-7,63E-01","1,666439E-03"
"2238,355","-3,21E-03","0,000007","-7,64E-01","1,666583E-03"
"2239,373","-3,23E-03","0,000007","-7,69E-01","1,667000E-03"
"2240,387","-3,22E-03","0,000007","-7,67E-01","1,666877E-03"
"2241,439","-3,24E-03","0,000007","-7,71E-01","1,667236E-03"
"2242,491","-3,29E-03","0,000007","-7,85E-01","1,668581E-03"
"2243,535","-3,29E-03","0,000007","-7,85E-01","1,668533E-03"
"2244,541","-3,30E-03","0,000007","-7,86E-01","1,668606E-03"
"2245,563","-3,27E-03","0,000007","-7,80E-01","1,668091E-03"
"2246,572","-3,23E-03","0,000007","-7,70E-01","1,667151E-03"
"2247,585","-3,25E-03","0,000007","-7,73E-01","1,667438E-03"
"2248,589","-3,26E-03","0,000007","-7,77E-01","1,667786E-03"
"2249,611","-3,24E-03","0,000007","-7,73E-01","1,667406E-03"
"2250,619","-3,27E-03","0,000007","-7,78E-01","1,667918E-03"
"2251,641","-3,30E-03","0,000007","-7,87E-01","1,668746E-03"
"2252,645","-3,24E-03","0,000007","-7,72E-01","1,667364E-03"
"2253,645","-3,29E-03","0,000007","-7,85E-01","1,668558E-03"
"2254,651","-3,33E-03","0,000007","-7,94E-01","1,669400E-03"
"2255,677","-3,34E-03","0,000007","-7,97E-01","1,669606E-03"
"2256,679","-3,35E-03","0,000007","-8,00E-01","1,669884E-03"
"2257,691","-3,39E-03","0,000007","-8,09E-01","1,670712E-03"
"2258,695","-3,33E-03","0,000007","-7,95E-01","1,669484E-03"
"2259,701","-3,35E-03","0,000007","-7,98E-01","1,669777E-03"
"2260,715","-3,35E-03","0,000007","-7,99E-01","1,669871E-03"
"2261,735","-3,34E-03","0,000007","-7,98E-01","1,669704E-03"
"2262,747","-3,40E-03","0,000007","-8,11E-01","1,670888E-03"
"2263,765","-3,37E-03","0,000007","-8,03E-01","1,670216E-03"
"2264,795","-3,36E-03","0,000007","-8,02E-01","1,670132E-03"
"2265,809","-3,34E-03","0,000007","-7,97E-01","1,669669E-03"
"2266,819","-3,32E-03","0,000007","-7,92E-01","1,669152E-03"
