Wert1,Wert2,Wert3,Wert4,Wert5
"1,001","8,29E-02","0,000071","2,071016E+01","1,772811E-02"
"2,039","8,30E-02","0,000071","2,071271E+01","1,772810E-02"
"3,079","8,30E-02","0,000071","2,072430E+01","1,772809E-02"
"4,131","8,30E-02","0,000071","2,072695E+01","1,772808E-02"
"5,135","8,30E-02","0,000071","2,071534E+01","1,772810E-02"
"6,141","8,30E-02","0,000071","2,071779E+01","1,772810E-02"
"7,161","8,30E-02","0,000071","2,071244E+01","1,772810E-02"
"8,173","8,29E-02","0,000071","2,070370E+01","1,772812E-02"
"9,191","8,29E-02","0,000071","2,070587E+01","1,772811E-02"
"10,212","8,29E-02","0,000071","2,070817E+01","1,772811E-02"
"11,226","8,29E-02","0,000071","2,071028E+01","1,772811E-02"
"12,23","8,28E-02","0,000071","2,067359E+01","1,772816E-02"
"13,239","8,28E-02","0,000071","2,066375E+01","1,772818E-02"
"14,263","8,27E-02","0,000071","2,065904E+01","1,772818E-02"
"15,288","8,27E-02","0,000071","2,065875E+01","1,772818E-02"
"16,293","8,26E-02","0,000071","2,063128E+01","1,772823E-02"
"17,303","8,28E-02","0,000071","2,066294E+01","1,772818E-02"
"18,313","8,27E-02","0,000071","2,065016E+01","1,772820E-02"
"19,332","8,27E-02","0,000071","2,065799E+01","1,772819E-02"
"20,344","8,26E-02","0,000071","2,063153E+01","1,772823E-02"
"21,36","8,26E-02","0,000071","2,062407E+01","1,772824E-02"
"22,375","8,26E-02","0,000071","2,061905E+01","1,772824E-02"
"23,38","8,25E-02","0,000071","2,061189E+01","1,772825E-02"
"24,391","8,26E-02","0,000071","2,061285E+01","1,772825E-02"
"25,412","8,25E-02","0,000071","2,060125E+01","1,772827E-02"
"26,417","8,25E-02","0,000071","2,060136E+01","1,772827E-02"
"27,429","8,24E-02","0,000071","2,058537E+01","1,772829E-02"
"28,438","8,24E-02","0,000071","2,056543E+01","1,772832E-02"
"29,46","8,23E-02","0,000071","2,055387E+01","1,772834E-02"
"30,471","8,23E-02","0,000071","2,054675E+01","1,772835E-02"
"31,489","8,22E-02","0,000071","2,052786E+01","1,772838E-02"
"32,496","8,21E-02","0,000071","2,050807E+01","1,772841E-02"
"33,506","8,21E-02","0,000071","2,050971E+01","1,772841E-02"
"34,516","8,21E-02","0,000071","2,048898E+01","1,772844E-02"
"35,524","8,21E-02","0,000071","2,049279E+01","1,772843E-02"
"36,531","8,21E-02","0,000071","2,049664E+01","1,772843E-02"
"37,54","8,20E-02","0,000071","2,048142E+01","1,772845E-02"
"38,545","8,20E-02","0,00007","2,046395E+01","1,747878E-02"
"39,555","8,19E-02","0,00007","2,044299E+01","1,747881E-02"
"40,559","8,19E-02","0,00007","2,043932E+01","1,747882E-02"
"41,586","8,19E-02","0,00007","2,043916E+01","1,747882E-02"
"42,595","8,19E-02","0,00007","2,044197E+01","1,747881E-02"
"43,616","8,18E-02","0,00007","2,041555E+01","1,747885E-02"
"44,62","8,17E-02","0,00007","2,038844E+01","1,747889E-02"
"45,618","8,16E-02","0,00007","2,038778E+01","1,747890E-02"
"46,625","8,16E-02","0,00007","2,038753E+01","1,747890E-02"
"47,642","8,16E-02","0,00007","2,038369E+01","1,747890E-02"
"48,658","8,15E-02","0,00007","2,035949E+01","1,747894E-02"
"49,674","8,15E-02","0,00007","2,035314E+01","1,747895E-02"
"50,683","8,15E-02","0,00007","2,034985E+01","1,747895E-02"
"51,694","8,14E-02","0,00007","2,033273E+01","1,747898E-02"
"52,699","8,13E-02","0,00007","2,030896E+01","1,747902E-02"
"53,724","8,13E-02","0,00007","2,030513E+01","1,747902E-02"
"54,729","8,12E-02","0,00007","2,026991E+01","1,747908E-02"
"55,734","8,11E-02","0,00007","2,024125E+01","1,747912E-02"
"56,749","8,11E-02","0,00007","2,024957E+01","1,747911E-02"
"57,77","8,10E-02","0,00007","2,023398E+01","1,747913E-02"
"58,781","8,10E-02","0,00007","2,022682E+01","1,747914E-02"
"59,796","8,10E-02","0,00007","2,021453E+01","1,747916E-02"
"60,812","8,08E-02","0,00007","2,018423E+01","1,747921E-02"
"61,83","8,08E-02","0,00007","2,017836E+01","1,747922E-02"
"62,845","8,08E-02","0,00007","2,016513E+01","1,747924E-02"
"63,853","8,07E-02","0,00007","2,015893E+01","1,747925E-02"
"64,855","8,07E-02","0,00007","2,014979E+01","1,747926E-02"
"65,882","8,06E-02","0,00007","2,011877E+01","1,747931E-02"
"66,893","8,05E-02","0,00007","2,010370E+01","1,747933E-02"
"67,914","8,04E-02","0,00007","2,008761E+01","1,747936E-02"
"68,92","8,04E-02","0,00007","2,007207E+01","1,747938E-02"
70,"8,04E-02","0,00007","2,007326E+01","1,747938E-02"
"71,042","8,03E-02","0,00007","2,005265E+01","1,747941E-02"
"72,094","8,03E-02","0,00007","2,004277E+01","1,747943E-02"
"73,104","8,02E-02","0,00007","2,001864E+01","1,747946E-02"
"74,102","8,01E-02","0,00007","2,000415E+01","1,747949E-02"
"75,109","8,01E-02","0,00007","2,000238E+01","1,747949E-02"
"76,12","8,00E-02","0,00007","1,998876E+01","1,747951E-02"
"77,134","8,00E-02","0,00007","1,997402E+01","1,747953E-02"
"78,136","7,99E-02","0,00007","1,994948E+01","1,747957E-02"
"79,141","7,98E-02","0,00007","1,992666E+01","1,747961E-02"
"80,156","7,98E-02","0,00007","1,992377E+01","1,747961E-02"
"81,158","7,97E-02","0,00007","1,990980E+01","1,747964E-02"
"82,167","7,97E-02","0,00007","1,989806E+01","1,747965E-02"
"83,171","7,96E-02","0,00007","1,987659E+01","1,747969E-02"
"84,195","7,95E-02","0,00007","1,985075E+01","1,747973E-02"
"85,2","7,94E-02","0,00007","1,983575E+01","1,747975E-02"
"86,21","7,95E-02","0,00007","1,984580E+01","1,747974E-02"
"87,221","7,94E-02","0,00007","1,982239E+01","1,747977E-02"
"88,253","7,93E-02","0,00007","1,980534E+01","1,747980E-02"
"89,262","7,92E-02","0,00007","1,978244E+01","1,747984E-02"
"90,266","7,92E-02","0,00007","1,977803E+01","1,747985E-02"
"91,283","7,91E-02","0,00007","1,975834E+01","1,747988E-02"
"92,304","7,90E-02","0,00007","1,973558E+01","1,747991E-02"
"93,312","7,89E-02","0,00007","1,971403E+01","1,747995E-02"
"94,321","7,89E-02","0,00007","1,970823E+01","1,747996E-02"
"95,329","7,89E-02","0,00007","1,969825E+01","1,747997E-02"
"96,342","7,88E-02","0,00007","1,968030E+01","1,748000E-02"
"97,357","7,88E-02","0,00007","1,967160E+01","1,748002E-02"
"98,369","7,87E-02","0,00007","1,965303E+01","1,748005E-02"
"99,369","7,86E-02","0,00007","1,962366E+01","1,748010E-02"
"100,389","7,86E-02","0,00007","1,962357E+01","1,748010E-02"
"101,402","7,85E-02","0,00007","1,959853E+01","1,748014E-02"
"102,412","7,85E-02","0,00007","1,959484E+01","1,748014E-02"
"103,415","7,84E-02","0,00007","1,958373E+01","1,748016E-02"
"104,43","7,83E-02","0,00007","1,956085E+01","1,748020E-02"
"105,438","7,82E-02","0,00007","1,953293E+01","1,748024E-02"
"106,448","7,82E-02","0,00007","1,951785E+01","1,748027E-02"
"107,446","7,81E-02","0,00007","1,949882E+01","1,748030E-02"
"108,46","7,81E-02","0,00007","1,949298E+01","1,748031E-02"
"109,462","7,80E-02","0,000069","1,947597E+01","1,723062E-02"
"110,477","7,79E-02","0,000069","1,944853E+01","1,723066E-02"
"111,494","7,78E-02","0,000069","1,943890E+01","1,723068E-02"
"112,506","7,78E-02","0,000069","1,942200E+01","1,723071E-02"
"113,519","7,77E-02","0,000069","1,941446E+01","1,723072E-02"
"114,542","7,77E-02","0,000069","1,941277E+01","1,723072E-02"
"115,546","7,76E-02","0,000069","1,938407E+01","1,723077E-02"
"116,567","7,76E-02","0,000069","1,936606E+01","1,723080E-02"
"117,579","7,75E-02","0,000069","1,934612E+01","1,723083E-02"
"118,603","7,74E-02","0,000069","1,933883E+01","1,723085E-02"
"119,608","7,73E-02","0,000069","1,931042E+01","1,723089E-02"
"120,632","7,73E-02","0,000069","1,929937E+01","1,723091E-02"
"121,644","7,72E-02","0,000069","1,928363E+01","1,723094E-02"
"122,651","7,72E-02","0,000069","1,927102E+01","1,723096E-02"
"123,658","7,70E-02","0,000069","1,923640E+01","1,723102E-02"
"124,668","7,69E-02","0,000069","1,921114E+01","1,723106E-02"
"125,67","7,69E-02","0,000069","1,921105E+01","1,723106E-02"
"126,692","7,68E-02","0,000069","1,918733E+01","1,723110E-02"
"127,699","7,67E-02","0,000069","1,915784E+01","1,723115E-02"
"128,698","7,67E-02","0,000069","1,915095E+01","1,723116E-02"
"129,706","7,66E-02","0,000069","1,913636E+01","1,723118E-02"
"130,722","7,65E-02","0,000069","1,911163E+01","1,723123E-02"
"131,729","7,65E-02","0,000069","1,909389E+01","1,723126E-02"
"132,733","7,64E-02","0,000069","1,908655E+01","1,723127E-02"
"133,746","7,63E-02","0,000069","1,906097E+01","1,723131E-02"
"134,761","7,63E-02","0,000069","1,904929E+01","1,723133E-02"
"135,764","7,63E-02","0,000069","1,904934E+01","1,723133E-02"
"136,759","7,62E-02","0,000069","1,902466E+01","1,723137E-02"
"137,768","7,61E-02","0,000069","1,899894E+01","1,723142E-02"
"138,78","7,60E-02","0,000069","1,898430E+01","1,723144E-02"
"139,78","7,60E-02","0,000069","1,897099E+01","1,723147E-02"
"140,786","7,59E-02","0,000069","1,895669E+01","1,723149E-02"
"141,82","7,59E-02","0,000069","1,894586E+01","1,723151E-02"
"142,831","7,58E-02","0,000069","1,894065E+01","1,723152E-02"
"143,854","7,57E-02","0,000069","1,891153E+01","1,723157E-02"
"144,856","7,57E-02","0,000069","1,890167E+01","1,723159E-02"
"145,866","7,57E-02","0,000069","1,889280E+01","1,723160E-02"
"146,877","7,55E-02","0,000069","1,885549E+01","1,723167E-02"
"147,898","7,54E-02","0,000069","1,883151E+01","1,723171E-02"
"148,907","7,54E-02","0,000069","1,882761E+01","1,723171E-02"
"149,915","7,54E-02","0,000069","1,882233E+01","1,723172E-02"
"150,916","7,53E-02","0,000069","1,879779E+01","1,723177E-02"
"151,927","7,52E-02","0,000069","1,876921E+01","1,723182E-02"
"152,931","7,51E-02","0,000069","1,876231E+01","1,723183E-02"
"153,944","7,51E-02","0,000069","1,875550E+01","1,723184E-02"
"154,955","7,51E-02","0,000069","1,874410E+01","1,723186E-02"
"155,973","7,49E-02","0,000069","1,870439E+01","1,723193E-02"
"157,028","7,48E-02","0,000069","1,867280E+01","1,723199E-02"
"158,076","7,47E-02","0,000069","1,865596E+01","1,723202E-02"
"159,123","7,46E-02","0,000069","1,863768E+01","1,723205E-02"
"160,136","7,45E-02","0,000069","1,861544E+01","1,723209E-02"
"161,141","7,45E-02","0,000069","1,859977E+01","1,723212E-02"
"162,164","7,44E-02","0,000069","1,858965E+01","1,723214E-02"
"163,173","7,44E-02","0,000069","1,858270E+01","1,723215E-02"
"164,196","7,44E-02","0,000069","1,857939E+01","1,723215E-02"
"165,218","7,43E-02","0,000069","1,855780E+01","1,723219E-02"
"166,237","7,43E-02","0,000069","1,854379E+01","1,723222E-02"
"167,246","7,42E-02","0,000069","1,852187E+01","1,723226E-02"
"168,256","7,41E-02","0,000069","1,851046E+01","1,723228E-02"
"169,27","7,40E-02","0,000069","1,848809E+01","1,723232E-02"
"170,289","7,40E-02","0,000068","1,847134E+01","1,698261E-02"
"171,294","7,39E-02","0,000068","1,845904E+01","1,698263E-02"
"172,29","7,38E-02","0,000068","1,843502E+01","1,698267E-02"
"173,296","7,37E-02","0,000068","1,841069E+01","1,698271E-02"
"174,319","7,38E-02","0,000068","1,842071E+01","1,698270E-02"
"175,33","7,37E-02","0,000068","1,841089E+01","1,698271E-02"
"176,345","7,35E-02","0,000068","1,836752E+01","1,698279E-02"
"177,374","7,34E-02","0,000068","1,834311E+01","1,698284E-02"
"178,399","7,35E-02","0,000068","1,834451E+01","1,698283E-02"
"179,408","7,34E-02","0,000068","1,833010E+01","1,698286E-02"
"180,427","7,33E-02","0,000068","1,830001E+01","1,698291E-02"
"181,436","7,32E-02","0,000068","1,827669E+01","1,698296E-02"
"182,461","7,31E-02","0,000068","1,825058E+01","1,698300E-02"
"183,465","7,30E-02","0,000068","1,822657E+01","1,698305E-02"
"184,469","7,30E-02","0,000068","1,823248E+01","1,698304E-02"
"185,479","7,29E-02","0,000068","1,820450E+01","1,698309E-02"
"186,489","7,28E-02","0,000068","1,818448E+01","1,698313E-02"
"187,502","7,29E-02","0,000068","1,819477E+01","1,698311E-02"
"188,524","7,27E-02","0,000068","1,816607E+01","1,698316E-02"
"189,53","7,27E-02","0,000068","1,814503E+01","1,698320E-02"
"190,55","7,26E-02","0,000068","1,812531E+01","1,698324E-02"
"191,563","7,25E-02","0,000068","1,810016E+01","1,698328E-02"
"192,585","7,24E-02","0,000068","1,807169E+01","1,698334E-02"
"193,595","7,23E-02","0,000068","1,806048E+01","1,698336E-02"
"194,619","7,23E-02","0,000068","1,805052E+01","1,698338E-02"
"195,625","7,22E-02","0,000068","1,802972E+01","1,698341E-02"
"196,647","7,21E-02","0,000068","1,801201E+01","1,698345E-02"
"197,661","7,20E-02","0,000068","1,799097E+01","1,698349E-02"
"198,695","7,20E-02","0,000068","1,797269E+01","1,698352E-02"
"199,699","7,19E-02","0,000068","1,795494E+01","1,698356E-02"
"200,705","7,19E-02","0,000068","1,795123E+01","1,698356E-02"
"201,715","7,18E-02","0,000068","1,793060E+01","1,698360E-02"
"202,741","7,17E-02","0,000068","1,790806E+01","1,698364E-02"
"203,751","7,17E-02","0,000068","1,789595E+01","1,698367E-02"
"204,767","7,16E-02","0,000068","1,787892E+01","1,698370E-02"
"205,775","7,15E-02","0,000068","1,785910E+01","1,698374E-02"
"206,777","7,15E-02","0,000068","1,785190E+01","1,698375E-02"
"207,781","7,14E-02","0,000068","1,783873E+01","1,698378E-02"
"208,795","7,14E-02","0,000068","1,782224E+01","1,698381E-02"
"209,793","7,12E-02","0,000068","1,778968E+01","1,698387E-02"
"210,799","7,11E-02","0,000068","1,776870E+01","1,698391E-02"
"211,811","7,11E-02","0,000068","1,775127E+01","1,698395E-02"
"212,811","7,10E-02","0,000068","1,772996E+01","1,698399E-02"
"213,845","7,10E-02","0,000068","1,773274E+01","1,698398E-02"
"214,869","7,09E-02","0,000068","1,771345E+01","1,698402E-02"
"215,873","7,09E-02","0,000068","1,769862E+01","1,698405E-02"
"216,895","7,08E-02","0,000068","1,768294E+01","1,698408E-02"
"217,911","7,07E-02","0,000068","1,766933E+01","1,698411E-02"
"218,945","7,06E-02","0,000068","1,764434E+01","1,698415E-02"
"219,957","7,06E-02","0,000068","1,763236E+01","1,698418E-02"
"220,973","7,05E-02","0,000068","1,761352E+01","1,698422E-02"
"221,981","7,03E-02","0,000068","1,756413E+01","1,698431E-02"
"223,041","7,03E-02","0,000068","1,755230E+01","1,698434E-02"
"224,103","7,03E-02","0,000068","1,754741E+01","1,698435E-02"
"225,153","7,02E-02","0,000068","1,753465E+01","1,698437E-02"
"226,155","7,01E-02","0,000068","1,750236E+01","1,698444E-02"
"227,177","7,00E-02","0,000068","1,748759E+01","1,698446E-02"
"228,183","6,99E-02","0,000067","1,746435E+01","1,673474E-02"
"229,189","6,98E-02","0,000067","1,743840E+01","1,673479E-02"
"230,201","6,99E-02","0,000067","1,745355E+01","1,673476E-02"
"231,211","6,98E-02","0,000067","1,743492E+01","1,673480E-02"
"232,221","6,97E-02","0,000067","1,740794E+01","1,673485E-02"
"233,239","6,96E-02","0,000067","1,737714E+01","1,673491E-02"
"234,245","6,96E-02","0,000067","1,738045E+01","1,673491E-02"
"235,251","6,95E-02","0,000067","1,735085E+01","1,673496E-02"
"236,265","6,94E-02","0,000067","1,734426E+01","1,673498E-02"
"237,287","6,95E-02","0,000067","1,734996E+01","1,673497E-02"
"238,305","6,94E-02","0,000067","1,732747E+01","1,673501E-02"
"239,313","6,93E-02","0,000067","1,730301E+01","1,673506E-02"
"240,337","6,92E-02","0,000067","1,728301E+01","1,673510E-02"
"241,343","6,91E-02","0,000067","1,726403E+01","1,673514E-02"
"242,365","6,90E-02","0,000067","1,724577E+01","1,673518E-02"
"243,369","6,90E-02","0,000067","1,722601E+01","1,673522E-02"
"244,379","6,89E-02","0,000067","1,721025E+01","1,673525E-02"
"245,385","6,88E-02","0,000067","1,719239E+01","1,673528E-02"
"246,409","6,88E-02","0,000067","1,717829E+01","1,673531E-02"
"247,423","6,88E-02","0,000067","1,717489E+01","1,673532E-02"
"248,431","6,86E-02","0,000067","1,713973E+01","1,673539E-02"
"249,431","6,86E-02","0,000067","1,713202E+01","1,673541E-02"
"250,459","6,86E-02","0,000067","1,712942E+01","1,673541E-02"
"251,469","6,85E-02","0,000067","1,710001E+01","1,673547E-02"
"252,489","6,83E-02","0,000067","1,706723E+01","1,673554E-02"
"253,495","6,82E-02","0,000067","1,704211E+01","1,673559E-02"
"254,507","6,82E-02","0,000067","1,702453E+01","1,673563E-02"
"255,517","6,81E-02","0,000067","1,701348E+01","1,673565E-02"
"256,535","6,80E-02","0,000067","1,698241E+01","1,673572E-02"
"257,541","6,79E-02","0,000067","1,697160E+01","1,673574E-02"
"258,559","6,79E-02","0,000067","1,696382E+01","1,673576E-02"
"259,563","6,79E-02","0,000067","1,695149E+01","1,673578E-02"
"260,573","6,78E-02","0,000067","1,692879E+01","1,673583E-02"
"261,575","6,78E-02","0,000067","1,694793E+01","1,673579E-02"
"262,587","6,77E-02","0,000067","1,691483E+01","1,673586E-02"
"263,593","6,76E-02","0,000067","1,688334E+01","1,673592E-02"
"264,617","6,76E-02","0,000067","1,688252E+01","1,673593E-02"
"265,623","6,75E-02","0,000067","1,685645E+01","1,673598E-02"
"266,645","6,74E-02","0,000067","1,682840E+01","1,673604E-02"
"267,655","6,74E-02","0,000067","1,682743E+01","1,673604E-02"
"268,679","6,73E-02","0,000067","1,682119E+01","1,673606E-02"
"269,685","6,72E-02","0,000067","1,679267E+01","1,673612E-02"
"270,723","6,72E-02","0,000067","1,678417E+01","1,673614E-02"
"271,731","6,71E-02","0,000067","1,676659E+01","1,673617E-02"
"272,739","6,71E-02","0,000067","1,676107E+01","1,673618E-02"
"273,753","6,70E-02","0,000067","1,674026E+01","1,673623E-02"
"274,773","6,69E-02","0,000067","1,671398E+01","1,673629E-02"
"275,781","6,68E-02","0,000067","1,669561E+01","1,673633E-02"
"276,805","6,68E-02","0,000067","1,667737E+01","1,673636E-02"
"277,815","6,67E-02","0,000067","1,666138E+01","1,673640E-02"
"278,829","6,66E-02","0,000067","1,664202E+01","1,673644E-02"
"279,845","6,66E-02","0,000067","1,663921E+01","1,673645E-02"
"280,863","6,75E-02","0,000067","1,686408E+01","1,673597E-02"
"281,875","6,65E-02","0,000067","1,660628E+01","1,673652E-02"
"282,889","6,64E-02","0,000067","1,659104E+01","1,673655E-02"
"283,919","6,63E-02","0,000067","1,655337E+01","1,673664E-02"
"284,927","6,62E-02","0,000067","1,654654E+01","1,673665E-02"
"285,933","6,61E-02","0,000067","1,651420E+01","1,673672E-02"
"286,943","6,61E-02","0,000067","1,649987E+01","1,673675E-02"
"287,965","6,60E-02","0,000067","1,649022E+01","1,673677E-02"
"288,977","6,59E-02","0,000066","1,645866E+01","1,648704E-02"
"289,979","6,58E-02","0,000066","1,644216E+01","1,648708E-02"
"290,993","6,58E-02","0,000066","1,644279E+01","1,648708E-02"
"292,075","6,57E-02","0,000066","1,641546E+01","1,648714E-02"
"293,119","6,57E-02","0,000066","1,640279E+01","1,648716E-02"
"294,183","6,55E-02","0,000066","1,636701E+01","1,648724E-02"
"295,191","6,54E-02","0,000066","1,634936E+01","1,648728E-02"
"296,197","6,54E-02","0,000066","1,633813E+01","1,648731E-02"
"297,207","6,53E-02","0,000066","1,631276E+01","1,648736E-02"
"298,221","6,53E-02","0,000066","1,631243E+01","1,648736E-02"
"299,231","6,52E-02","0,000066","1,628771E+01","1,648742E-02"
"300,241","6,52E-02","0,000066","1,628105E+01","1,648743E-02"
"301,251","6,50E-02","0,000066","1,624863E+01","1,648751E-02"
"302,263","6,49E-02","0,000066","1,621892E+01","1,648757E-02"
"303,291","6,49E-02","0,000066","1,620709E+01","1,648760E-02"
"304,295","6,49E-02","0,000066","1,621026E+01","1,648759E-02"
"305,303","6,47E-02","0,000066","1,617268E+01","1,648768E-02"
"306,309","6,47E-02","0,000066","1,616458E+01","1,648770E-02"
"307,335","6,47E-02","0,000066","1,616558E+01","1,648769E-02"
"308,339","6,47E-02","0,000066","1,615352E+01","1,648772E-02"
"309,347","6,47E-02","0,000066","1,615173E+01","1,648773E-02"
"310,353","6,44E-02","0,000066","1,609785E+01","1,648785E-02"
"311,377","6,44E-02","0,000066","1,607895E+01","1,648789E-02"
"312,395","6,43E-02","0,000066","1,606065E+01","1,648793E-02"
"313,417","6,43E-02","0,000066","1,605197E+01","1,648795E-02"
"314,415","6,42E-02","0,000066","1,604471E+01","1,648797E-02"
"315,443","6,41E-02","0,000066","1,602486E+01","1,648802E-02"
"316,453","6,41E-02","0,000066","1,600904E+01","1,648805E-02"
"317,479","6,40E-02","0,000066","1,598379E+01","1,648811E-02"
"318,485","6,39E-02","0,000066","1,596756E+01","1,648815E-02"
"319,503","6,39E-02","0,000066","1,596449E+01","1,648816E-02"
"320,529","6,38E-02","0,000066","1,594192E+01","1,648821E-02"
"321,533","6,37E-02","0,000066","1,591138E+01","1,648828E-02"
"322,541","6,36E-02","0,000066","1,589802E+01","1,648831E-02"
"323,553","6,36E-02","0,000066","1,588217E+01","1,648835E-02"
"324,559","6,35E-02","0,000066","1,586050E+01","1,648840E-02"
"325,571","6,34E-02","0,000066","1,584130E+01","1,648844E-02"
"326,579","6,34E-02","0,000066","1,584662E+01","1,648843E-02"
"327,603","6,34E-02","0,000066","1,583849E+01","1,648845E-02"
"328,607","6,33E-02","0,000066","1,580736E+01","1,648852E-02"
"329,629","6,32E-02","0,000066","1,579153E+01","1,648856E-02"
"330,645","6,31E-02","0,000066","1,576752E+01","1,648862E-02"
"331,663","6,31E-02","0,000066","1,575934E+01","1,648864E-02"
"332,683","6,30E-02","0,000066","1,573895E+01","1,648869E-02"
"333,695","6,30E-02","0,000066","1,573373E+01","1,648870E-02"
"334,705","6,29E-02","0,000066","1,570192E+01","1,648878E-02"
"335,725","6,28E-02","0,000066","1,568147E+01","1,648883E-02"
"336,729","6,27E-02","0,000066","1,566000E+01","1,648888E-02"
"337,731","6,27E-02","0,000066","1,566851E+01","1,648886E-02"
"338,741","6,27E-02","0,000066","1,565292E+01","1,648890E-02"
"339,751","6,26E-02","0,000066","1,564238E+01","1,648892E-02"
"340,773","6,25E-02","0,000066","1,562454E+01","1,648896E-02"
"341,775","6,24E-02","0,000066","1,560157E+01","1,648902E-02"
"342,789","6,24E-02","0,000066","1,559664E+01","1,648903E-02"
"343,793","6,24E-02","0,000066","1,558116E+01","1,648907E-02"
"344,797","6,23E-02","0,000066","1,556646E+01","1,648911E-02"
"345,813","6,22E-02","0,000066","1,554420E+01","1,648916E-02"
"346,829","6,21E-02","0,000066","1,551990E+01","1,648922E-02"
"347,841","6,21E-02","0,000066","1,550429E+01","1,648926E-02"
"348,843","6,20E-02","0,000065","1,548926E+01","1,623946E-02"
"349,861","6,20E-02","0,000065","1,548000E+01","1,623948E-02"
"350,875","6,18E-02","0,000065","1,544922E+01","1,623956E-02"
"351,889","6,19E-02","0,000065","1,545583E+01","1,623954E-02"
"352,913","6,18E-02","0,000065","1,543804E+01","1,623958E-02"
"353,923","6,17E-02","0,000065","1,541944E+01","1,623963E-02"
"354,945","6,16E-02","0,000065","1,539337E+01","1,623969E-02"
"355,949","6,16E-02","0,000065","1,539283E+01","1,623969E-02"
"356,957","6,15E-02","0,000065","1,536878E+01","1,623975E-02"
"357,965","6,15E-02","0,000065","1,535363E+01","1,623979E-02"
"358,963","6,14E-02","0,000065","1,533040E+01","1,623985E-02"
"359,963","6,13E-02","0,000065","1,532026E+01","1,623987E-02"
"360,977","6,13E-02","0,000065","1,530513E+01","1,623991E-02"
"361,979","6,11E-02","0,000065","1,527803E+01","1,623998E-02"
"363,005","6,12E-02","0,000065","1,529350E+01","1,623994E-02"
"364,015","6,11E-02","0,000065","1,527135E+01","1,624000E-02"
"365,025","6,10E-02","0,000065","1,523835E+01","1,624008E-02"
"366,035","6,09E-02","0,000065","1,520513E+01","1,624016E-02"
"367,111","6,08E-02","0,000065","1,517859E+01","1,624023E-02"
"368,165","6,07E-02","0,000065","1,517331E+01","1,624024E-02"
"369,199","6,07E-02","0,000065","1,516738E+01","1,624026E-02"
"370,201","6,06E-02","0,000065","1,513677E+01","1,624034E-02"
"371,207","6,06E-02","0,000065","1,513549E+01","1,624034E-02"
"372,219","6,05E-02","0,000065","1,511201E+01","1,624040E-02"
"373,239","6,03E-02","0,000065","1,507239E+01","1,624050E-02"
"374,247","6,02E-02","0,000065","1,505330E+01","1,624055E-02"
"375,275","6,02E-02","0,000065","1,505144E+01","1,624055E-02"
"376,275","6,02E-02","0,000065","1,504758E+01","1,624056E-02"
"377,285","6,01E-02","0,000065","1,502752E+01","1,624062E-02"
"378,317","6,01E-02","0,000065","1,500916E+01","1,624066E-02"
"379,331","6,00E-02","0,000065","1,499619E+01","1,624070E-02"
"380,341","6,00E-02","0,000065","1,498801E+01","1,624072E-02"
"381,355","5,99E-02","0,000065","1,496705E+01","1,624077E-02"
"382,357","5,98E-02","0,000065","1,494414E+01","1,624083E-02"
"383,363","5,97E-02","0,000065","1,492837E+01","1,624087E-02"
"384,372","5,97E-02","0,000065","1,491546E+01","1,624091E-02"
"385,383","5,96E-02","0,000065","1,490233E+01","1,624094E-02"
"386,409","5,96E-02","0,000065","1,488139E+01","1,624100E-02"
"387,425","5,95E-02","0,000065","1,487418E+01","1,624102E-02"
"388,437","5,94E-02","0,000065","1,484801E+01","1,624109E-02"
"389,446","5,93E-02","0,000065","1,481698E+01","1,624117E-02"
"390,455","5,92E-02","0,000065","1,479524E+01","1,624123E-02"
"391,477","5,92E-02","0,000065","1,478132E+01","1,624126E-02"
"392,492","5,91E-02","0,000065","1,477371E+01","1,624128E-02"
"393,504","5,91E-02","0,000065","1,476161E+01","1,624132E-02"
"394,517","5,91E-02","0,000065","1,476506E+01","1,624131E-02"
"395,541","5,90E-02","0,000065","1,473649E+01","1,624138E-02"
"396,549","5,89E-02","0,000065","1,471082E+01","1,624145E-02"
"397,571","5,88E-02","0,000065","1,469137E+01","1,624151E-02"
"398,571","5,88E-02","0,000065","1,468706E+01","1,624152E-02"
"399,583","5,87E-02","0,000065","1,467121E+01","1,624156E-02"
"400,589","5,87E-02","0,000065","1,466761E+01","1,624157E-02"
"401,601","5,85E-02","0,000065","1,462627E+01","1,624168E-02"
"402,605","5,86E-02","0,000065","1,464167E+01","1,624164E-02"
"403,617","5,85E-02","0,000065","1,462165E+01","1,624170E-02"
"404,624","5,85E-02","0,000065","1,461540E+01","1,624171E-02"
"405,645","5,83E-02","0,000065","1,457813E+01","1,624181E-02"
"406,67","5,83E-02","0,000065","1,455919E+01","1,624187E-02"
"407,679","5,83E-02","0,000065","1,455887E+01","1,624187E-02"
"408,681","5,81E-02","0,000065","1,452000E+01","1,624197E-02"
"409,681","5,80E-02","0,000065","1,449646E+01","1,624204E-02"
"410,687","5,80E-02","0,000064","1,449082E+01","1,599218E-02"
"411,697","5,79E-02","0,000064","1,447900E+01","1,599221E-02"
"412,702","5,79E-02","0,000064","1,446336E+01","1,599225E-02"
"413,725","5,78E-02","0,000064","1,445446E+01","1,599228E-02"
"414,729","5,79E-02","0,000064","1,445676E+01","1,599227E-02"
"415,734","5,77E-02","0,000064","1,442792E+01","1,599235E-02"
"416,744","5,77E-02","0,000064","1,442025E+01","1,599237E-02"
