Wert1,Wert2,Wert3,Wert4,Wert5
"1682,784","5,69E-03","0,000016","1,454510E+00","4,089012E-03"
"1683,792","5,68E-03","0,000016","1,451955E+00","4,089194E-03"
"1684,792","5,69E-03","0,000016","1,455387E+00","4,088950E-03"
"1685,792","5,71E-03","0,000016","1,459184E+00","4,088681E-03"
"1686,794","5,75E-03","0,000016","1,470264E+00","4,087904E-03"
"1687,812","5,64E-03","0,000016","1,441127E+00","4,089973E-03"
"1688,828","5,60E-03","0,000016","1,432364E+00","4,090612E-03"
"1689,84","5,61E-03","0,000016","1,433388E+00","4,090536E-03"
"1690,837","5,59E-03","0,000016","1,429294E+00","4,090837E-03"
"1691,839","5,60E-03","0,000016","1,431629E+00","4,090666E-03"
"1692,84","5,59E-03","0,000016","1,429319E+00","4,090835E-03"
"1693,842","5,55E-03","0,000016","1,418108E+00","4,091668E-03"
"1694,846","5,45E-03","0,000015","1,394724E+00","3,837609E-03"
"1695,86","5,48E-03","0,000015","1,402025E+00","3,837082E-03"
"1696,871","5,45E-03","0,000015","1,395149E+00","3,837578E-03"
"1697,877","5,39E-03","0,000015","1,380543E+00","3,838650E-03"
"1698,893","5,39E-03","0,000015","1,380626E+00","3,838644E-03"
"1699,906","5,39E-03","0,000015","1,378627E+00","3,838793E-03"
"1700,92","5,36E-03","0,000015","1,372017E+00","3,839287E-03"
"1701,916","5,37E-03","0,000015","1,373489E+00","3,839176E-03"
"1702,934","5,31E-03","0,000015","1,358388E+00","3,840322E-03"
"1703,932","5,27E-03","0,000015","1,348627E+00","3,841076E-03"
"1704,946","5,24E-03","0,000015","1,341352E+00","3,841645E-03"
"1705,956","5,25E-03","0,000015","1,344552E+00","3,841394E-03"
"1706,973","5,22E-03","0,000015","1,336255E+00","3,842048E-03"
"1707,985","5,22E-03","0,000015","1,336932E+00","3,841994E-03"
1709,"5,22E-03","0,000015","1,336234E+00","3,842050E-03"
"1710,061","5,16E-03","0,000015","1,323132E+00","3,843100E-03"
"1711,091","5,15E-03","0,000015","1,318498E+00","3,843476E-03"
"1712,166","5,11E-03","0,000015","1,309290E+00","3,844233E-03"
"1713,169","5,16E-03","0,000015","1,322418E+00","3,843158E-03"
"1714,184","5,02E-03","0,000015","1,287925E+00","3,846030E-03"
"1715,192","5,07E-03","0,000015","1,299569E+00","3,845043E-03"
"1716,206","5,03E-03","0,000015","1,290641E+00","3,845798E-03"
"1717,217","4,99E-03","0,000015","1,279277E+00","3,846775E-03"
"1718,233","4,93E-03","0,000015","1,264458E+00","3,848077E-03"
"1719,231","4,91E-03","0,000015","1,258894E+00","3,848574E-03"
"1720,232","4,87E-03","0,000015","1,249974E+00","3,849379E-03"
"1721,255","4,84E-03","0,000015","1,242613E+00","3,850053E-03"
"1722,264","4,83E-03","0,000015","1,239381E+00","3,850352E-03"
"1723,262","4,82E-03","0,000015","1,237438E+00","3,850532E-03"
"1724,268","4,73E-03","0,000015","1,215431E+00","3,852615E-03"
"1725,301","4,76E-03","0,000015","1,223173E+00","3,851874E-03"
"1726,316","4,84E-03","0,000015","1,241745E+00","3,850134E-03"
"1727,335","4,78E-03","0,000015","1,228438E+00","3,851375E-03"
"1728,339","4,74E-03","0,000015","1,218023E+00","3,852366E-03"
"1729,347","4,67E-03","0,000015","1,199667E+00","3,854156E-03"
"1730,357","4,65E-03","0,000015","1,195333E+00","3,854587E-03"
"1731,358","4,64E-03","0,000015","1,191624E+00","3,854958E-03"
"1732,371","4,62E-03","0,000015","1,188625E+00","3,855260E-03"
"1733,401","4,62E-03","0,000015","1,187758E+00","3,855347E-03"
"1734,399","4,64E-03","0,000015","1,191802E+00","3,854940E-03"
"1735,409","4,56E-03","0,000015","1,172353E+00","3,856926E-03"
"1736,42","4,57E-03","0,000015","1,174209E+00","3,856734E-03"
"1737,436","4,50E-03","0,000015","1,157763E+00","3,858461E-03"
"1738,443","4,48E-03","0,000014","1,152962E+00","3,601710E-03"
"1739,447","4,42E-03","0,000014","1,137582E+00","3,603275E-03"
"1740,458","4,43E-03","0,000014","1,139612E+00","3,603066E-03"
"1741,465","4,40E-03","0,000014","1,131435E+00","3,603913E-03"
"1742,464","4,37E-03","0,000014","1,125027E+00","3,604585E-03"
"1743,472","4,40E-03","0,000014","1,131864E+00","3,603868E-03"
"1744,492","4,32E-03","0,000014","1,111671E+00","3,606012E-03"
"1745,496","4,31E-03","0,000014","1,109709E+00","3,606225E-03"
"1746,507","4,32E-03","0,000014","1,113692E+00","3,605794E-03"
"1747,515","4,26E-03","0,000014","1,096814E+00","3,607642E-03"
"1748,525","4,37E-03","0,000014","1,124973E+00","3,604591E-03"
"1749,53","4,33E-03","0,000014","1,115884E+00","3,605558E-03"
"1750,536","4,37E-03","0,000014","1,124378E+00","3,604653E-03"
"1751,564","4,27E-03","0,000014","1,101060E+00","3,607172E-03"
"1752,583","4,23E-03","0,000014","1,089677E+00","3,608441E-03"
"1753,594","4,26E-03","0,000014","1,096901E+00","3,607632E-03"
"1754,607","4,16E-03","0,000014","1,073798E+00","3,610259E-03"
"1755,607","4,20E-03","0,000014","1,082793E+00","3,609223E-03"
"1756,604","4,15E-03","0,000014","1,069644E+00","3,610744E-03"
"1757,604","4,05E-03","0,000014","1,044623E+00","3,613748E-03"
"1758,605","4,03E-03","0,000014","1,040815E+00","3,614218E-03"
"1759,609","4,06E-03","0,000014","1,047041E+00","3,613451E-03"
"1760,608","3,95E-03","0,000014","1,019727E+00","3,616889E-03"
"1761,621","3,98E-03","0,000014","1,027255E+00","3,615922E-03"
"1762,624","3,93E-03","0,000014","1,015178E+00","3,617480E-03"
"1763,639","3,95E-03","0,000014","1,020226E+00","3,616824E-03"
"1764,648","3,96E-03","0,000014","1,022864E+00","3,616484E-03"
"1765,656","3,92E-03","0,000014","1,012885E+00","3,617780E-03"
"1766,675","3,88E-03","0,000014","1,003233E+00","3,619059E-03"
"1767,688","3,93E-03","0,000014","1,016429E+00","3,617317E-03"
"1768,712","3,85E-03","0,000014","9,955810E-01","3,620091E-03"
"1769,721","3,81E-03","0,000014","9,858961E-01","3,621421E-03"
"1770,743","3,80E-03","0,000014","9,829463E-01","3,621831E-03"
"1771,748","3,82E-03","0,000014","9,876812E-01","3,621173E-03"
"1772,754","3,76E-03","0,000014","9,720801E-01","3,623366E-03"
"1773,76","3,79E-03","0,000014","9,812035E-01","3,622075E-03"
"1774,764","3,77E-03","0,000014","9,753387E-01","3,622902E-03"
"1775,777","3,76E-03","0,000014","9,739536E-01","3,623098E-03"
"1776,785","3,72E-03","0,000014","9,619308E-01","3,624831E-03"
"1777,806","3,69E-03","0,000014","9,565642E-01","3,625619E-03"
"1778,808","3,59E-03","0,000014","9,308759E-01","3,629523E-03"
"1779,815","3,55E-03","0,000014","9,217851E-01","3,630958E-03"
"1780,821","3,52E-03","0,000014","9,124671E-01","3,632460E-03"
"1781,825","3,52E-03","0,000014","9,142687E-01","3,632168E-03"
"1782,828","3,54E-03","0,000014","9,187639E-01","3,631442E-03"
"1783,845","3,51E-03","0,000014","9,113008E-01","3,632651E-03"
"1784,864","3,46E-03","0,000013","8,983844E-01","3,375165E-03"
"1785,872","3,53E-03","0,000014","9,161778E-01","3,631858E-03"
"1786,884","3,56E-03","0,000014","9,224826E-01","3,630847E-03"
"1787,894","3,50E-03","0,000014","9,087678E-01","3,633066E-03"
"1788,922","3,50E-03","0,000013","9,082060E-01","3,373647E-03"
"1789,936","3,46E-03","0,000013","8,979482E-01","3,375233E-03"
"1790,95","3,49E-03","0,000013","9,063976E-01","3,373924E-03"
"1791,956","3,40E-03","0,000013","8,841570E-01","3,377425E-03"
"1792,968","3,38E-03","0,000013","8,790666E-01","3,378253E-03"
"1793,982","3,43E-03","0,000013","8,902760E-01","3,376444E-03"
"1795,002","3,39E-03","0,000013","8,819872E-01","3,377777E-03"
"1795,998","3,24E-03","0,000013","8,431613E-01","3,384386E-03"
"1797,078","3,26E-03","0,000013","8,482372E-01","3,383486E-03"
"1798,132","3,29E-03","0,000013","8,559912E-01","3,382132E-03"
"1799,166","3,20E-03","0,000013","8,341935E-01","3,386003E-03"
"1800,172","3,19E-03","0,000013","8,305852E-01","3,386665E-03"
"1801,188","3,13E-03","0,000013","8,164143E-01","3,389321E-03"
"1802,202","3,17E-03","0,000013","8,248859E-01","3,387721E-03"
"1803,212","3,18E-03","0,000013","8,292427E-01","3,386912E-03"
"1804,226","3,19E-03","0,000013","8,312567E-01","3,386541E-03"
"1805,233","3,14E-03","0,000013","8,187362E-01","3,388879E-03"
"1806,256","3,07E-03","0,000013","8,001145E-01","3,392498E-03"
"1807,266","3,10E-03","0,000013","8,090677E-01","3,390736E-03"
"1808,28","3,03E-03","0,000013","7,917983E-01","3,394171E-03"
"1809,28","2,94E-03","0,000013","7,698066E-01","3,398780E-03"
"1810,298","2,93E-03","0,000013","7,656330E-01","3,399686E-03"
"1811,312","3,02E-03","0,000013","7,887149E-01","3,394801E-03"
"1812,324","2,95E-03","0,000013","7,703458E-01","3,398664E-03"
"1813,322","2,99E-03","0,000013","7,820094E-01","3,396189E-03"
"1814,328","2,85E-03","0,000013","7,469346E-01","3,403875E-03"
"1815,346","2,90E-03","0,000013","7,575590E-01","3,401468E-03"
"1816,376","2,85E-03","0,000013","7,452559E-01","3,404262E-03"
"1817,394","2,86E-03","0,000013","7,476335E-01","3,403715E-03"
"1818,408","2,82E-03","0,000013","7,377993E-01","3,406003E-03"
"1819,418","2,82E-03","0,000013","7,376554E-01","3,406037E-03"
"1820,422","2,82E-03","0,000013","7,376063E-01","3,406049E-03"
"1821,44","2,82E-03","0,000013","7,382783E-01","3,405890E-03"
"1822,46","2,77E-03","0,000013","7,263266E-01","3,408756E-03"
"1823,466","2,74E-03","0,000013","7,188466E-01","3,410600E-03"
"1824,468","2,77E-03","0,000013","7,267541E-01","3,408651E-03"
"1825,48","2,70E-03","0,000013","7,097165E-01","3,412906E-03"
"1826,478","2,72E-03","0,000013","7,133577E-01","3,411979E-03"
"1827,486","2,75E-03","0,000013","7,212619E-01","3,410000E-03"
"1828,504","2,74E-03","0,000013","7,185378E-01","3,410677E-03"
"1829,512","2,65E-03","0,000013","6,973562E-01","3,416130E-03"
"1830,53","2,63E-03","0,000013","6,923048E-01","3,417483E-03"
"1831,53","2,57E-03","0,000013","6,766473E-01","3,421811E-03"
"1832,554","2,48E-03","0,000012","6,551988E-01","3,164395E-03"
"1833,558","2,49E-03","0,000012","6,555557E-01","3,164295E-03"
"1834,56","2,49E-03","0,000012","6,574536E-01","3,163766E-03"
"1835,578","2,46E-03","0,000012","6,499227E-01","3,165884E-03"
"1836,575","2,42E-03","0,000012","6,400718E-01","3,168734E-03"
"1837,572","2,42E-03","0,000012","6,382629E-01","3,169267E-03"
"1838,576","2,38E-03","0,000012","6,296635E-01","3,171847E-03"
"1839,572","2,32E-03","0,000012","6,147012E-01","3,176519E-03"
"1840,586","2,33E-03","0,000012","6,169981E-01","3,175786E-03"
"1841,592","2,30E-03","0,000012","6,080671E-01","3,178669E-03"
"1842,618","2,25E-03","0,000012","5,971513E-01","3,182316E-03"
"1843,618","2,28E-03","0,000012","6,029571E-01","3,180359E-03"
"1844,618","2,22E-03","0,000012","5,886065E-01","3,185272E-03"
"1845,634","2,20E-03","0,000012","5,852016E-01","3,186476E-03"
"1846,65","2,15E-03","0,000012","5,724403E-01","3,191122E-03"
"1847,658","2,21E-03","0,000012","5,868582E-01","3,185889E-03"
"1848,667","2,22E-03","0,000012","5,886334E-01","3,185263E-03"
"1849,69","2,21E-03","0,000012","5,871119E-01","3,185799E-03"
"1850,702","2,12E-03","0,000012","5,644336E-01","3,194152E-03"
"1851,702","2,14E-03","0,000012","5,695402E-01","3,192209E-03"
"1852,702","2,16E-03","0,000012","5,731482E-01","3,190859E-03"
"1853,718","2,11E-03","0,000012","5,622563E-01","3,194992E-03"
"1854,74","2,05E-03","0,000012","5,460061E-01","3,201487E-03"
"1855,752","2,00E-03","0,000012","5,335546E-01","3,206750E-03"
"1856,768","1,93E-03","0,000012","5,178663E-01","3,213769E-03"
"1857,777","1,91E-03","0,000012","5,113280E-01","3,216831E-03"
"1858,788","1,89E-03","0,000012","5,082192E-01","3,218317E-03"
"1859,794","1,90E-03","0,000012","5,100772E-01","3,217427E-03"
"1860,8","1,94E-03","0,000012","5,182753E-01","3,213581E-03"
"1861,808","1,95E-03","0,000012","5,224753E-01","3,211660E-03"
"1862,818","1,96E-03","0,000012","5,235479E-01","3,211175E-03"
"1863,83","1,86E-03","0,000012","4,993575E-01","3,222661E-03"
"1864,85","1,85E-03","0,000012","4,962540E-01","3,224222E-03"
"1865,864","1,82E-03","0,000012","4,905692E-01","3,227137E-03"
"1866,88","1,75E-03","0,000012","4,717224E-01","3,237343E-03"
"1867,886","1,78E-03","0,000012","4,798575E-01","3,232831E-03"
"1868,896","1,83E-03","0,000012","4,918651E-01","3,226466E-03"
"1869,909","1,82E-03","0,000012","4,903134E-01","3,227270E-03"
"1870,928","1,77E-03","0,000012","4,769806E-01","3,234408E-03"
"1871,934","1,69E-03","0,000012","4,573300E-01","3,245752E-03"
"1872,946","1,75E-03","0,000012","4,712668E-01","3,237601E-03"
"1873,952","1,61E-03","0,000012","4,376669E-01","3,258214E-03"
"1874,974","1,60E-03","0,000012","4,341930E-01","3,260543E-03"
"1875,986","1,55E-03","0,000012","4,234260E-01","3,268029E-03"
"1877,006","1,59E-03","0,000012","4,322797E-01","3,261844E-03"
"1878,013","1,57E-03","0,000012","4,272197E-01","3,265344E-03"
"1879,038","1,49E-03","0,000011","4,076412E-01","3,006471E-03"
"1880,046","1,48E-03","0,000011","4,038444E-01","3,009202E-03"
"1881,108","1,44E-03","0,000011","3,947288E-01","3,015993E-03"
"1882,156","1,47E-03","0,000011","4,031039E-01","3,009741E-03"
"1883,212","1,42E-03","0,000011","3,901551E-01","3,019532E-03"
"1884,222","1,46E-03","0,000011","3,991088E-01","3,012687E-03"
"1885,254","1,49E-03","0,000011","4,067837E-01","3,007083E-03"
"1886,265","1,43E-03","0,000011","3,928304E-01","3,017451E-03"
"1887,288","1,43E-03","0,000011","3,911898E-01","3,018724E-03"
"1888,296","1,43E-03","0,000011","3,927898E-01","3,017482E-03"
"1889,322","1,37E-03","0,000011","3,762146E-01","3,030907E-03"
"1890,346","1,38E-03","0,000011","3,788380E-01","3,028695E-03"
"1891,362","1,37E-03","0,000011","3,766448E-01","3,030542E-03"
"1892,37","1,36E-03","0,000011","3,754451E-01","3,031562E-03"
"1893,384","1,25E-03","0,000011","3,472741E-01","3,057771E-03"
"1894,401","1,29E-03","0,000011","3,570929E-01","3,048114E-03"
"1895,414","1,33E-03","0,000011","3,673444E-01","3,038642E-03"
"1896,422","1,33E-03","0,000011","3,677445E-01","3,038284E-03"
"1897,436","1,25E-03","0,000011","3,467883E-01","3,058265E-03"
"1898,448","1,20E-03","0,000011","3,361355E-01","3,069491E-03"
"1899,448","1,17E-03","0,000011","3,270971E-01","3,079660E-03"
"1900,448","1,14E-03","0,000011","3,202145E-01","3,087836E-03"
"1901,45","1,15E-03","0,000011","3,228676E-01","3,084638E-03"
"1902,464","1,13E-03","0,000011","3,183603E-01","3,090108E-03"
"1903,476","1,07E-03","0,000011","3,038248E-01","3,109000E-03"
"1904,48","1,08E-03","0,000011","3,057423E-01","3,106391E-03"
"1905,498","1,02E-03","0,000011","2,897105E-01","3,129415E-03"
"1906,496","1,06E-03","0,000011","3,012539E-01","3,112557E-03"
"1907,5","1,18E-03","0,000011","3,292405E-01","3,077191E-03"
"1908,518","1,12E-03","0,000011","3,140663E-01","3,095483E-03"
"1909,532","1,04E-03","0,000011","2,959477E-01","3,120120E-03"
"1910,544","1,05E-03","0,000011","2,973802E-01","3,118048E-03"
"1911,548","1,02E-03","0,000011","2,894380E-01","3,129832E-03"
"1912,562","1,05E-03","0,000011","2,977264E-01","3,117551E-03"
"1913,574","1,04E-03","0,000011","2,941647E-01","3,122732E-03"
"1914,58","9,52E-04","0,000011","2,732586E-01","3,156276E-03"
"1915,594","8,91E-04","0,000011","2,580644E-01","3,184617E-03"
"1916,61","9,15E-04","0,000011","2,640086E-01","3,173080E-03"
"1917,63","8,44E-04","0,000011","2,462220E-01","3,209545E-03"
"1918,641","8,25E-04","0,000011","2,414823E-01","3,220326E-03"
"1919,664","8,33E-04","0,000011","2,436293E-01","3,215381E-03"
"1920,668","7,12E-04","0,000011","2,134571E-01","3,295839E-03"
"1921,68","7,66E-04","0,000011","2,267550E-01","3,257244E-03"
"1922,682","7,57E-04","0,000011","2,246092E-01","3,263104E-03"
"1923,692","7,69E-04","0,000011","2,275798E-01","3,255027E-03"
"1924,714","8,25E-04","0,000011","2,414849E-01","3,220320E-03"
"1925,724","7,91E-04","0,000011","2,329972E-01","3,240923E-03"
"1926,734","8,39E-04","0,000011","2,450803E-01","3,212097E-03"
"1927,758","7,35E-04","0,000011","2,190951E-01","3,278792E-03"
"1928,77","6,75E-04","0,000011","2,040711E-01","3,326755E-03"
"1929,788","6,91E-04","0,000011","2,080625E-01","3,313196E-03"
"1930,794","6,77E-04","0,000011","2,045616E-01","3,325054E-03"
"1931,8","6,86E-04","0,000011","2,068154E-01","3,317364E-03"
"1932,814","6,89E-04","0,000011","2,075721E-01","3,314828E-03"
"1933,834","6,66E-04","0,000011","2,019050E-01","3,334386E-03"
"1934,838","5,60E-04","0,000011","1,755400E-01","3,446245E-03"
"1935,846","5,14E-04","0,000011","1,639385E-01","3,510059E-03"
"1936,872","4,93E-04","0,00001","1,586679E-01","3,220940E-03"
"1937,882","4,71E-04","0,00001","1,533858E-01","3,253680E-03"
"1938,888","4,41E-04","0,00001","1,457612E-01","3,306492E-03"
"1939,896","4,76E-04","0,00001","1,545200E-01","3,246404E-03"
"1940,918","4,41E-04","0,00001","1,457508E-01","3,306569E-03"
"1941,926","4,50E-04","0,00001","1,481406E-01","3,289240E-03"
"1942,938","4,76E-04","0,00001","1,545692E-01","3,246092E-03"
"1943,958","4,31E-04","0,00001","1,433324E-01","3,324888E-03"
"1944,973","3,68E-04","0,00001","1,274936E-01","3,468781E-03"
"1945,994","3,98E-04","0,00001","1,351219E-01","3,393746E-03"
"1946,998","4,56E-04","0,00001","1,496270E-01","3,278831E-03"
"1948,004","4,28E-04","0,00001","1,425503E-01","3,330991E-03"
"1949,01","4,05E-04","0,00001","1,367192E-01","3,379471E-03"
"1950,022","2,90E-04","0,00001","1,081102E-01","3,730745E-03"
"1951,025","3,73E-04","0,00001","1,289425E-01","3,453582E-03"
"1952,036","2,84E-04","0,00001","1,067936E-01","3,753733E-03"
"1953,045","2,50E-04","0,00001","9,828726E-02","3,925630E-03"
"1954,072","1,99E-04","0,00001","8,542572E-02","4,297628E-03"
"1955,076","2,72E-04","0,00001","1,036928E-01","3,811400E-03"
"1956,118","2,60E-04","0,00001","1,008001E-01","3,870163E-03"
"1957,186","1,98E-04","0,00001","8,527085E-02","4,303288E-03"
"1958,244","1,69E-04","0,00001","7,803566E-02","4,614055E-03"
"1959,248","1,63E-04","0,00001","7,655090E-02","4,691501E-03"
"1960,278","8,63E-05","0,00001","5,738151E-02","6,651863E-03"
"1961,282","1,04E-04","0,00001","6,179149E-02","5,943993E-03"
"1962,304","1,58E-04","0,00001","7,533546E-02","4,759238E-03"
"1963,312","1,12E-04","0,00001","6,371221E-02","5,705815E-03"
"1964,324","4,76E-05","0,00001","4,774258E-02","1,003132E-02"
"1965,33","4,14E-05","0,00001","4,620437E-02","1,115445E-02"
"1966,346","1,71E-05","0,00001","4,013766E-02","2,349512E-02"
"1967,358","1,92E-05","0,00001","4,065559E-02","2,121759E-02"
"1968,378","-2,83E-05","0,00001","2,883563E-02","-1,020401E-02"
"1969,386","1,97E-05","0,00001","4,079104E-02","2,070119E-02"
"1970,396","4,39E-05","0,00001","4,682453E-02","1,066365E-02"
"1971,408","-6,71E-05","0,00001","1,914809E-02","-2,852627E-03"
"1972,424","-1,17E-04","0,00001","6,677346E-03","-5,699548E-04"
"1973,434","-1,30E-04","0,00001","3,592615E-03","-2,773550E-04"
"1974,444","-1,81E-04","0,00001","-9,140212E-03","5,060633E-04"
"1975,454","-7,79E-05","0,00001","1,645227E-02","-2,110896E-03"
"1976,484","-1,36E-04","0,00001","1,913232E-03","-1,404013E-04"
"1977,5","-1,61E-04","0,00001","-4,132198E-03","2,574219E-04"
"1978,52","-2,07E-04","0,00001","-1,562451E-02","7,561652E-04"
"1979,526","-2,38E-04","0,00001","-2,343046E-02","9,847011E-04"
"1980,53","-2,85E-04","0,00001","-3,512587E-02","1,233068E-03"
"1981,54","-3,37E-04","0,00001","-4,811494E-02","1,427843E-03"
"1982,542","-3,26E-04","0,00001","-4,541436E-02","1,392472E-03"
"1983,546","-3,59E-04","0,00001","-5,349881E-02","1,491980E-03"
"1984,566","-2,70E-04","0,00001","-3,150451E-02","1,165379E-03"
"1985,574","-3,84E-04","0,00001","-5,982550E-02","1,558127E-03"
"1986,574","-3,63E-04","0,00001","-5,466439E-02","1,504861E-03"
"1987,572","-3,77E-04","0,00001","-5,802887E-02","1,540249E-03"
"1988,574","-3,99E-04","0,00001","-6,369233E-02","1,594417E-03"
"1989,572","-3,84E-04","0,00001","-5,975494E-02","1,557437E-03"
"1990,58","-3,97E-04","0,00001","-6,309812E-02","1,589024E-03"
"1991,59","-4,52E-04","0,00001","-7,679778E-02","1,698883E-03"
"1992,614","-4,99E-04","0,00001","-8,841430E-02","1,773063E-03"
"1993,622","-5,21E-04","0,000009","-9,394461E-02","1,623342E-03"
"1994,65","-6,36E-04","0,000009","-1,225643E-01","1,735331E-03"
"1995,654","-6,28E-04","0,000009","-1,207068E-01","1,729305E-03"
"1996,66","-6,34E-04","0,000009","-1,222389E-01","1,734286E-03"
"1997,666","-6,51E-04","0,000009","-1,264010E-01","1,747341E-03"
"1998,694","-6,21E-04","0,000009","-1,188194E-01","1,723034E-03"
"1999,698","-5,78E-04","0,000009","-1,081668E-01","1,684556E-03"
"2000,706","-7,12E-04","0,000009","-1,415995E-01","1,789816E-03"
"2001,722","-6,03E-04","0,000009","-1,145359E-01","1,708217E-03"
"2002,74","-6,60E-04","0,000009","-1,286985E-01","1,754265E-03"
"2003,751","-6,19E-04","0,000009","-1,184422E-01","1,721762E-03"
"2004,772","-7,00E-04","0,000009","-1,385530E-01","1,781895E-03"
"2005,782","-6,86E-04","0,000009","-1,351036E-01","1,772586E-03"
"2006,802","-7,67E-04","0,000009","-1,553962E-01","1,822528E-03"
"2007,81","-7,22E-04","0,000009","-1,441035E-01","1,796125E-03"
"2008,832","-8,07E-04","0,000009","-1,653250E-01","1,843293E-03"
"2009,838","-8,14E-04","0,000009","-1,670023E-01","1,846600E-03"
"2010,848","-8,48E-04","0,000009","-1,754542E-01","1,862467E-03"
"2011,856","-8,89E-04","0,000009","-1,856222E-01","1,879950E-03"
"2012,87","-8,89E-04","0,000009","-1,857437E-01","1,880150E-03"
"2013,882","-9,26E-04","0,000009","-1,950289E-01","1,894754E-03"
"2014,886","-9,04E-04","0,000009","-1,894683E-01","1,886153E-03"
"2015,896","-9,00E-04","0,000009","-1,883655E-01","1,884396E-03"
"2016,9","-1,01E-03","0,000009","-2,171158E-01","1,925185E-03"
"2017,91","-9,81E-04","0,000009","-2,086539E-01","1,914176E-03"
"2018,918","-1,13E-03","0,000009","-2,449764E-01","1,956745E-03"
"2019,926","-1,11E-03","0,000009","-2,416162E-01","1,953275E-03"
"2020,937","-1,17E-03","0,000009","-2,552581E-01","1,966866E-03"
"2021,96","-1,08E-03","0,000009","-2,344502E-01","1,945586E-03"
"2022,97","-1,13E-03","0,000009","-2,451312E-01","1,956903E-03"
"2023,994","-1,15E-03","0,000009","-2,510389E-01","1,962801E-03"
"2024,995","-1,15E-03","0,000009","-2,509397E-01","1,962704E-03"
"2026,009","-1,18E-03","0,000009","-2,590538E-01","1,970424E-03"
"2027,02","-1,27E-03","0,000009","-2,799433E-01","1,988475E-03"
"2028,024","-1,23E-03","0,000009","-2,714146E-01","1,981402E-03"
"2029,024","-1,23E-03","0,000009","-2,695629E-01","1,979814E-03"
"2030,05","-1,28E-03","0,000009","-2,840109E-01","1,991716E-03"
"2031,06","-1,36E-03","0,000009","-3,019152E-01","2,005052E-03"
"2032,07","-1,26E-03","0,000009","-2,771625E-01","1,986211E-03"
"2033,078","-1,27E-03","0,000009","-2,817820E-01","1,989950E-03"
"2034,156","-1,30E-03","0,000009","-2,887065E-01","1,995356E-03"
"2035,226","-1,28E-03","0,000009","-2,819750E-01","1,990104E-03"
"2036,26","-1,38E-03","0,000009","-3,082496E-01","2,009438E-03"
"2037,264","-1,37E-03","0,000009","-3,048587E-01","2,007111E-03"
"2038,286","-1,43E-03","0,000009","-3,209456E-01","2,017760E-03"
"2039,296","-1,49E-03","0,000009","-3,360906E-01","2,026945E-03"
"2040,308","-1,46E-03","0,000009","-3,270911E-01","2,021579E-03"
"2041,312","-1,47E-03","0,000009","-3,295757E-01","2,023087E-03"
"2042,336","-1,42E-03","0,000009","-3,170502E-01","2,015271E-03"
"2043,345","-1,55E-03","0,000008","-3,509462E-01","1,809115E-03"
"2044,356","-1,53E-03","0,000008","-3,445395E-01","1,806000E-03"
"2045,372","-1,57E-03","0,000008","-3,543770E-01","1,810741E-03"
"2046,41","-1,62E-03","0,000008","-3,689499E-01","1,817341E-03"
"2047,418","-1,59E-03","0,000008","-3,612356E-01","1,813908E-03"
"2048,418","-1,56E-03","0,000008","-3,519981E-01","1,809617E-03"
"2049,422","-1,62E-03","0,000008","-3,668350E-01","1,816413E-03"
"2050,448","-1,66E-03","0,000008","-3,782007E-01","1,821289E-03"
"2051,454","-1,65E-03","0,000008","-3,743903E-01","1,819684E-03"
"2052,476","-1,63E-03","0,000008","-3,707685E-01","1,818131E-03"
"2053,489","-1,64E-03","0,000008","-3,741121E-01","1,819566E-03"
"2054,508","-1,63E-03","0,000008","-3,691920E-01","1,817446E-03"
"2055,51","-1,60E-03","0,000008","-3,637609E-01","1,815046E-03"
"2056,51","-1,70E-03","0,000008","-3,871750E-01","1,824954E-03"
"2057,516","-1,71E-03","0,000008","-3,907155E-01","1,826358E-03"
"2058,524","-1,73E-03","0,000008","-3,963993E-01","1,828563E-03"
"2059,528","-1,70E-03","0,000008","-3,869808E-01","1,824877E-03"
"2060,536","-1,66E-03","0,000008","-3,786037E-01","1,821457E-03"
"2061,562","-1,75E-03","0,000008","-4,012153E-01","1,830387E-03"
"2062,578","-1,75E-03","0,000008","-4,002399E-01","1,830021E-03"
"2063,593","-1,79E-03","0,000008","-4,096754E-01","1,833495E-03"
"2064,61","-1,82E-03","0,000008","-4,185029E-01","1,836614E-03"
"2065,624","-1,77E-03","0,000008","-4,058206E-01","1,832093E-03"
"2066,642","-1,75E-03","0,000008","-4,007060E-01","1,830196E-03"
"2067,654","-1,75E-03","0,000008","-3,998212E-01","1,829863E-03"
"2068,66","-1,78E-03","0,000008","-4,065948E-01","1,832377E-03"
"2069,67","-1,81E-03","0,000008","-4,146082E-01","1,835253E-03"
"2070,696","-1,85E-03","0,000008","-4,242992E-01","1,838598E-03"
"2071,7","-1,87E-03","0,000008","-4,296433E-01","1,840382E-03"
"2072,708","-1,91E-03","0,000008","-4,392081E-01","1,843477E-03"
"2073,72","-1,93E-03","0,000008","-4,444278E-01","1,845113E-03"
"2074,744","-1,90E-03","0,000008","-4,378075E-01","1,843031E-03"
"2075,748","-1,96E-03","0,000008","-4,517194E-01","1,847341E-03"
"2076,756","-1,90E-03","0,000008","-4,374516E-01","1,842918E-03"
"2077,764","-1,97E-03","0,000008","-4,549184E-01","1,848297E-03"
"2078,79","-2,00E-03","0,000008","-4,623296E-01","1,850466E-03"
"2079,797","-2,03E-03","0,000008","-4,690890E-01","1,852388E-03"
